symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
WWD,DA,MIL,defense and aerospace,military_applications,US9807451037,WOODWARD INC,35,Proporciona sistemas y componentes de control críticos que permiten el rendimiento y la fiabilidad en diversas plataformas y aplicaciones militares.,,,6761574,USD,SMART,STK
HXL,DA,MIL,defense and aerospace,military_applications,US4282911084,HEXCEL CORP,36,Desarrolla y suministra materiales y estructuras compuestos avanzados cruciales para mejorar el rendimiento y la durabilidad en aplicaciones aeroespaciales y de defensa militares.,,,611167,USD,SMART,STK
AME,DA,MIL,defense and aerospace,military_applications,US0311001004,AMETEK INC,37,Desarrolla y suministra componentes y sistemas críticos esenciales para diversas aplicaciones militares.,,,4392,USD,SMART,STK
CR,DA,MIL,defense and aerospace,military_applications,US2244081046,CRANE CO,38,Proporciona componentes y sistemas utilizados en diversas aplicaciones militares.,"El compromiso de Crane con el tema de Aplicaciones Militares es evidente a través de varias iniciativas estratégicas y resultados financieros. La instalación Defense Power de la empresa en Florida ofrece tecnologías avanzadas de conversión de alta potencia para defensa, incluidos radares AESA y vehículos militares tácticos eléctricos, y Crane anticipa una fortaleza continua en el gasto de defensa, centrándose en la reposición de municiones, las mejoras de equipos militares obsoletos y la electrificación. Esto está respaldado además por la adquisición de Vian Enterprises, un fabricante de sistemas de lubricación para aplicaciones aeroespaciales y de defensa, integrado en el segmento Aeroespacial y Electrónica de Crane, que se espera que tenga un CAGR de ventas del 11% de 2021 a 2030. El compromiso de Crane también se refleja en el aumento de las ventas de Equipos Originales Militares y Productos de Posventa, impulsado por la fuerte demanda de clientes de defensa y el aumento de las tensiones geopolíticas.","[{'name': 'cr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cr-Q324-10-Q.html'}]",621500411,USD,SMART,STK
QRVO,DA,MIL,defense and aerospace,military_applications,US74736K1016,QORVO INC,39,Contribuye al tema de Aplicaciones Militares.,,,179002152,USD,SMART,STK
CSTM,DA,MIL,defense and aerospace,military_applications,FR0013467479,CONSTELLIUM SE,40,Participa en actividades relevantes para aplicaciones militares.,,,394959368,USD,SMART,STK
CTS,DA,MIL,defense and aerospace,military_applications,US1265011056,CTS CORP,41,Proporciona componentes y tecnologías especializados que son integrales para diversas aplicaciones militares.,"El enfoque de CTS en aplicaciones militares es evidente a través de la adquisición de SyQwest, un diseñador y fabricante de soluciones de detección de sonar y acústica principalmente para aplicaciones navales, por 121,9 millones de dólares. Esta adquisición tiene como objetivo fortalecer la estrategia y la escala de CTS dentro del mercado final de defensa. Demostrando aún más este enfoque, CTS recibió múltiples pedidos de aplicaciones de sonar y de interferencia de RF durante el trimestre, y las ventas aeroespaciales y de defensa aumentaron un 39% respecto al primer trimestre de 2024.","[{'name': 'cts-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cts-Q324-10-Q.html'}, {'name': 'cts-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cts-FY24-10-K.html'}]",6190,USD,SMART,STK
VSH,DA,MIL,defense and aerospace,military_applications,US9282981086,VISHAY INTERTECHNOLOGY INC,42,Suministra componentes electrónicos esenciales y semiconductores discretos que son integrales para la fiabilidad y el rendimiento de diversos sistemas y equipos militares.,,,13591,USD,SMART,STK
ESE,DA,MIL,defense and aerospace,military_applications,US2963151046,ESCO TECHNOLOGIES INC,43,Proporciona productos y sistemas de ingeniería especializados que apoyan diversas aplicaciones militares.,,,6929,USD,SMART,STK
ENS,DA,MIL,defense and aerospace,military_applications,US29275Y1029,ENERSYS,44,"Proporciona soluciones de energía almacenada, incluyendo baterías y sistemas de energía, para diversas aplicaciones militares.","EnerSys demuestra su enfoque en aplicaciones militares a través de su segmento Specialty, que proporciona soluciones de energía para aviones militares, submarinos, barcos, vehículos tácticos y energía portátil para soldados. Esto está respaldado además por la adquisición de Bren-Tronics Defense LLC, un fabricante especializado en soluciones de energía portátil, incluidas baterías de litio y soluciones de carga, para aplicaciones militares y de defensa. El crecimiento de Bren-Tronics está impulsado por una fuerte demanda de cargadores, energía para soldados y sistemas de energía expedicionaria, lo que posiciona a EnerSys para apoyar los esfuerzos del gobierno de EE. UU. y refuerza su papel como socio de confianza en soluciones de almacenamiento de energía.","[{'name': 'ens-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ens-Q325-10-Q.html'}]",30219446,USD,SMART,STK
CW,DA,MIL,defense and aerospace,military_applications,US2315611010,CURTISS-WRIGHT CORP,45,Apoya el sector de Aplicaciones Militares.,"La participación de Curtiss-Wright en aplicaciones militares es evidente en su fuerte presencia en los mercados de defensa naval, aeroespacial y terrestre, apoyando más de 400 plataformas y 3.000 programas en todo el mundo. Los productos y servicios de la empresa se suministran a todas las ramas del ejército de los EE. UU., centrándose en programas y plataformas críticas de alto rendimiento, incluido el equipo de propulsión nuclear naval para programas de submarinos de la Armada de los EE. UU. El crecimiento de las ventas en los mercados Aeroespacial y de Defensa, impulsado por la modernización y reposición de vehículos del Ejército de los EE. UU., subraya aún más el enfoque de la empresa en esta área, con alineación en iniciativas de construcción naval, defensa antimisiles y superioridad aérea.","[{'name': 'cw-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cw-FY24-10-K.html'}]",6236,USD,SMART,STK
BHE,DA,MIL,defense and aerospace,military_applications,US08160H1014,BENCHMARK ELECTRONICS INC,46,Desarrolla y proporciona electrónica para diversas aplicaciones militares.,,,3141362,USD,SMART,STK
AI,DA,MIL,defense and aerospace,military_applications,US12468P1049,C3.AI INC-A,47,"Proporciona soluciones de inteligencia artificial adaptadas para operaciones de defensa y militares, mejorando las capacidades a través del análisis de datos y la información predictiva.","C3 AI demuestra su enfoque en aplicaciones militares a través de su asociación ampliada con HII, el mayor constructor naval militar de Estados Unidos, con el objetivo de acelerar el rendimiento y fortalecer la preparación de la flota de la Marina de los EE. UU. Además, la Oficina de Capacidades Rápidas y Tecnologías Críticas del Ejército de los EE. UU. está desplegando una aplicación de logística en entornos disputados construida sobre la plataforma C3 Agentic AI para apoyar vehículos de primera línea, utilizando IA agentic y generativa para mejorar el sostenimiento, la preparación y la velocidad de decisión. El Programa Strategic Integrator de la empresa también es bien recibido dentro de las comunidades de defensa, inteligencia y gobierno civil.",,459113767,USD,SMART,STK
RBC,DA,MIL,defense and aerospace,military_applications,US75524B1044,RBC BEARINGS INC,48,Tiene presencia en la industria de Aplicaciones Militares.,"La participación de RBC en aplicaciones militares es evidente a través de su segmento Aeroespacial/Defensa, que es uno de sus principales segmentos de negocio. Este segmento proporciona sistemas esenciales, rodamientos de ingeniería y componentes de precisión específicamente para aplicaciones de defensa aeroespacial, marina y terrestre, incluidos misiles y municiones guiadas. Las ventas de defensa constituyen una parte notable de los ingresos de la empresa, representando aproximadamente el 32,4% de las ventas del segmento, y han mostrado crecimiento, con un aumento del 15,9% impulsado por el aumento de las ventas y el volumen de pedidos en los mercados finales de marina, aviones de ala fija, misiles y municiones guiadas.","[{'name': 'rbc-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rbc-FY25-10-K.html'}, {'name': 'rbc-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rbc-Q325-10-Q.html'}]",35419704,USD,SMART,STK
PL,DA,MIL,defense and aerospace,military_applications,US72703X1063,PLANET LABS PBC,49,Es pertinente para Aplicaciones Militares.,,,530906124,USD,SMART,STK
CDRE,DA,MIL,defense and aerospace,military_applications,US12763L1052,CADRE HOLDINGS INC,50,Proporciona soluciones que se adaptan a aplicaciones militares.,"Cadre atiende al mercado militar fabricando y distribuyendo equipos de seguridad y equipos de desactivación de explosivos. La empresa se dirige al mercado militar como uno de sus verticales y destaca su posición consolidada en los mercados finales de aplicación de la ley, servicios de emergencia, militares y nucleares. Cadre también menciona que está evaluando activamente atractivas oportunidades de fusiones y adquisiciones para añadir negocios complementarios con márgenes sólidos, posiciones de mercado líderes y defendibles y perfiles de ingresos recurrentes.","[{'name': 'cdre-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cdre-Q225-10-Q.html'}]",506470960,USD,SMART,STK
ESTC,DA,MIL,defense and aerospace,military_applications,NL0013056914,ELASTIC NV,51,Facilita el análisis de datos y la información operativa para contextos militares y de defensa.,,,335844146,USD,SMART,STK
PH,DA,MIL,defense and aerospace,military_applications,US7010941042,PARKER HANNIFIN CORP,52,Mantiene una presencia dentro del sector de Aplicaciones Militares.,"El enfoque de la empresa en aplicaciones militares es evidente a través de su diseño, fabricación y soporte posventa de soluciones de ingeniería avanzada, principalmente para los sectores aeroespacial y de defensa. La empresa identifica los sectores aeroespacial y de defensa como mercados primarios, con un aumento de las ventas en el Segmento de Sistemas Aeroespaciales atribuido a un mayor volumen en los segmentos del mercado de posventa de defensa y OEM comerciales. Además, la empresa enfatiza su papel en la creación de valor para los clientes principalmente en los mercados aeroespacial y de defensa a nivel mundial, con aumentos en la cartera de pedidos impulsados por pedidos que superan los envíos en los segmentos del mercado OEM comercial y de defensa.","[{'name': 'ph-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ph-Q225-10-Q.html'}]",11094,USD,SMART,STK
OLN,DA,MIL,defense and aerospace,military_applications,US6806652052,OLIN CORP,53,Suministra municiones críticas y componentes relacionados esenciales para operaciones militares y aplicaciones de defensa.,"El segmento Winchester de Olin demuestra una conexión significativa con aplicaciones militares a través de su producción y ventas de municiones y componentes militares de pequeño calibre. Esto está respaldado aún más por un aumento en las ventas a clientes militares tanto nacionales como internacionales, así como por los ingresos generados por proyectos militares. La participación de la compañía se extiende a un contrato del Ejército de EE. UU. para la construcción de la instalación de fabricación de municiones del Arma de Infantería de Próxima Generación (NGSW), que suministrará municiones avanzadas al combatiente estadounidense, solidificando su papel en este sector. El negocio de Defensa de Winchester continúa creciendo debido a la fuerte demanda de municiones militares y al proyecto NGSW financiado por el gobierno.","[{'name': 'oln-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oln-Q324-10-Q.html'}, {'name': 'oln-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oln-Q225-10-Q.html'}, {'name': 'oln-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/oln-FY24-10-K.html'}]",10799,USD,SMART,STK
KBR,DA,MIL,defense and aerospace,military_applications,US48242W1062,KBR INC,54,Contribuye a aplicaciones militares proporcionando servicios y soluciones a clientes gubernamentales y de defensa.,"La participación de KBR en el tema de Aplicaciones Militares es evidente a través de la provisión de soluciones de soporte científico, tecnológico, de ingeniería y logístico a gobiernos de todo el mundo. Las capacidades de la empresa abarcan la ingeniería de sistemas de defensa, que incluye la prototipación rápida, el soporte de adquisición aeroespacial, la integración de sistemas y plataformas, y la ingeniería de sostenimiento, con clientes clave como agencias del Departamento de Defensa de EE. UU. como el Ejército, la Armada y la Fuerza Aérea. KBR también brinda soporte operativo en áreas como la conciencia del dominio espacial, C5ISR, los vuelos espaciales tripulados, las operaciones de satélites, la cadena de suministro y la logística integradas, y el soporte de aviación militar, solidificando aún más su papel en el apoyo a iniciativas de defensa críticas.","[{'name': 'kbr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kbr-FY24-10-K.html'}, {'name': 'kbr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q324-10-Q.html'}, {'name': 'kbr-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q224-10-Q.html'}]",41552939,USD,SMART,STK
DCO,DA,MIL,defense and aerospace,military_applications,US2641471097,DUCOMMUN INC,55,Apoya aplicaciones militares a través de la provisión de productos de ingeniería y servicios de fabricación.,"La participación de Ducommun en el tema de la industria de Aplicaciones Militares es evidente a través de su destacado papel como proveedor global de servicios de ingeniería y fabricación para las industrias aeroespacial y de defensa. Una parte significativa de los ingresos de la empresa, el 53.4% en 2024, se deriva del mercado de uso final militar y espacial, con contribuciones clave de plataformas de misiles, guerra electrónica, radar y navales y submarinas. Esta sustancial cuota de ingresos y el enfoque en aplicaciones militares críticas resaltan la fuerte conexión de la empresa con el sector militar.","[{'name': 'dco-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dco-FY24-10-K.html'}]",2585711,USD,SMART,STK
MTSI,DA,MIL,defense and aerospace,military_applications,US55405Y1001,MACOM TECHNOLOGY SOLUTIONS H,56,Contribuye al tema de Aplicaciones Militares.,"El compromiso de MACOM Technology Solutions con el tema de Aplicaciones Militares es evidente a través de su enfoque en el mercado Industrial y de Defensa (I&D). La empresa diseña y fabrica productos y soluciones de semiconductores para este sector, que incluye radares militares y comerciales, interferidores de RF, contramedidas electrónicas, enlaces de datos de comunicación y comunicaciones por satélite. MACOM apoya una amplia gama de aplicaciones, como electrónica espacial militar, MILCOM, electrónica de drones a bordo y sistemas de defensa antironas de energía dirigida, con la guerra electrónica siendo particularmente activa dentro de su negocio de I&D. El compromiso de la empresa se demuestra aún más con su apoyo a radares militares, interferidores de RF y contramedidas electrónicas.","[{'name': 'mtsi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtsi-Q125-10-Q.html'}, {'name': 'mtsi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtsi-Q225-10-Q.html'}, {'name': 'mtsi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mtsi-FY24-10-K.html'}]",104158272,USD,SMART,STK
AIR,DA,MIL,defense and aerospace,military_applications,US0003611052,AAR CORP,57,Proporciona soluciones para Aplicaciones Militares.,"La participación de la empresa en aplicaciones militares es evidente a través de varias actividades clave. El segmento de Soluciones Integradas y el segmento de Servicios Expedicionarios apoyan al Departamento de Defensa de EE. UU. y a gobiernos extranjeros con logística de la cadena de suministro y movimiento de equipos y personal. Además, la empresa diseña, fabrica y repara paletas de transporte, contenedores y refugios utilizados en actividades de despliegue táctico militar, mientras que el segmento de Reparación e Ingeniería proporciona servicios para aeronaves comerciales y militares.","[{'name': 'air-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/air-Q225-10-Q.html'}, {'name': 'air-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/air-Q125-10-Q.html'}]",4310,USD,SMART,STK
FLR,DA,MIL,defense and aerospace,military_applications,US3434121022,FLUOR CORP,58,Ofrece servicios y soluciones pertinentes a Aplicaciones Militares.,"El segmento Mission Solutions de la empresa participa en proyectos relacionados con aplicaciones militares, trabajando específicamente en un proyecto de instalación de armas. Este segmento también trabaja con el Departamento de Energía y el Programa de Aumento de Contratos de la Fuerza Aérea V (AFCAP V). La mejora de las ganancias y el margen de beneficio del segmento Mission Solutions durante 2024 se debió en parte a la finalización de este proyecto de instalación de armas, que anteriormente había incurrido en un cargo de $30 millones por crecimiento de costos.","[{'name': 'flr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flr-Q324-10-Q.html'}, {'name': 'flr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/flr-FY24-10-K.html'}]",11218575,USD,SMART,STK
CRS,DA,MIL,defense and aerospace,military_applications,US1442851036,CARPENTER TECHNOLOGY,59,Contribuye al tema de Aplicaciones Militares.,"La participación de la empresa en el tema de Aplicaciones Militares es evidente a través de su papel como líder en el suministro de materiales de aleaciones especiales de alto rendimiento y soluciones de procesos para aplicaciones críticas en los mercados aeroespacial y de defensa. Esto se ve reforzado por un notable aumento en las ventas al mercado de uso final Aeroespacial y de Defensa, con un incremento del 34 por ciento en las ventas en comparación con los tres meses finalizados el 30 de septiembre de 2023. Además, los resultados financieros de la empresa para los tres meses finalizados el 30 de septiembre de 2024 reflejan un aumento en las ventas en el mercado de uso final de Defensa, impulsado por amenazas globales.","[{'name': 'crs-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/crs-Q125-10-Q.html'}]",6077,USD,SMART,STK
