industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
transportation and logistics,commercial_fleets,US92511U1025,VERRA MOBILITY CORP,40,Ofrece soluciones diseñadas para optimizar las operaciones y la gestión de flotas de vehículos comerciales.,"Verra Mobility demuestra una fuerte conexión con el tema de Flotas Comerciales a través de su segmento de Servicios Comerciales, que ofrece gestión automatizada de peajes e infracciones y soluciones de títulos y registro. La compañía se dirige explícitamente a propietarios de flotas comerciales, incluidas empresas de alquiler de coches (RAC), propietarios-operadores de flotas comerciales directas (Flotas Directas) y empresas de gestión de flotas (FMC), con estos servicios en América del Norte y Europa. Verra Mobility reúne vehículos, hardware, software, datos y personas para resolver desafíos de transporte para estos clientes, garantizando el pago oportuno de peajes e infracciones y realizando transferencias oportunas de responsabilidad.","[{'name': 'vrrm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q324-10-Q.html'}, {'name': 'vrrm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vrrm-FY24-10-K.html'}, {'name': 'vrrm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q125-10-Q.html'}, {'name': 'vrrm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrrm-Q225-10-Q.html'}]",337722877,USD,VRRM,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3825501014,GOODYEAR TIRE & RUBBER CO,41,"Proporciona neumáticos esenciales y servicios relacionados para flotas comerciales, apoyando su eficiencia operativa y el rendimiento de los vehículos.","La participación de Goodyear en el tema de Flotas Comerciales es evidente a través de sus ventas de neumáticos comerciales y soluciones para flotas, particularmente en la región EMEA, donde la empresa experimenta crecimiento en Soluciones para Flotas. Esta oferta contribuye a mayores ventas en otros negocios relacionados con neumáticos. Si bien Soluciones para Flotas indica una asignación de recursos a flotas comerciales, no es el enfoque principal de la empresa y no se detalla ninguna contribución específica de ingresos.","[{'name': 'gt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gt-FY24-10-K.html'}, {'name': 'gt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gt-Q324-10-Q.html'}]",7830,USD,GT,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US57686G1058,MATSON INC,42,"Opera y gestiona una flota de buques para proporcionar servicios de transporte comercial de carga, conectando varios mercados principalmente en el Pacífico.",,,108649896,USD,MATX,SMART,STK,True,COM
transportation and logistics,commercial_fleets,MHY622674098,NAVIOS MARITIME PARTNERS LP,43,"Opera una flota diversa de buques, incluidos petroleros, transportadores de graneles secos y buques portacontenedores, proporcionando servicios esenciales de transporte marítimo para el comercio mundial dentro del sector de flotas comerciales.",,,362915197,USD,NMM,SMART,STK,False,COM
transportation and logistics,commercial_fleets,FR0013467479,CONSTELLIUM SE,44,Suministra soluciones de aluminio ligero cruciales para mejorar la eficiencia del combustible y el rendimiento de los vehículos dentro de las flotas comerciales.,"La participación de la empresa en el tema de la industria de Flotas Comerciales es evidente a través de su fabricación y venta de productos especializados de aluminio al sector de transporte comercial. Como líder mundial, la empresa ofrece productos avanzados de aluminio como planchas, láminas y extrusiones a clientes de primer nivel dentro de este sector. La empresa identifica explícitamente el 'transporte comercial' como un mercado final clave al que sirve, fabricando productos de aluminio para esta área específica.","[{'name': 'cstm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cstm-Q225-10-Q.html'}]",394959368,USD,CSTM,SMART,STK,False,COM
transportation and logistics,commercial_fleets,MHY8162K2046,STAR BULK CARRIERS CORP,45,"Opera una gran flota de buques de carga seca a granel, desempeñando un papel importante en el transporte marítimo mundial de materias primas.",,,236994457,USD,SBLK,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US23204X1037,CUSTOM TRUCK ONE SOURCE INC,46,Proporciona camiones especializados y soluciones de equipos para apoyar las necesidades operativas de flotas comerciales.,"La empresa interactúa con flotas comerciales a través del alquiler, producción, venta y servicio de una variedad de equipos nuevos y usados, incluyendo camiones canasta, grúas excavadoras, camiones volquete, grúas, camiones de servicio y remolques de carga pesada. Esta actividad indica una presencia general en el sector de flotas comerciales, ya que la empresa proporciona y mantiene vehículos y equipos esenciales utilizados por estas flotas.",,478460243,USD,CTOS,SMART,STK,False,COM
transportation and logistics,commercial_fleets,BMG8726X1065,TEEKAY TANKERS LTD-CLASS A,47,"Opera una gran flota de buques cisterna comerciales, brindando servicios esenciales de transporte marítimo de petróleo crudo y productos petrolíferos refinados a nivel mundial.",,,732027252,USD,TNK,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US8962391004,TRIMBLE INC,48,"Ofrece soluciones integrales para flotas comerciales, que incluyen telemática, navegación y gestión de flotas para optimizar las operaciones y mejorar la eficiencia.","La participación de Trimble en el tema de Flotas Comerciales se demuestra a través de sus clientes representativos, que incluyen compañías de transporte. Antes de su venta a Platform Science, el negocio de Movilidad de Trimble se centró en mejorar la seguridad, la eficiencia y el cumplimiento de las flotas al combinar ecosistemas de vehículos comerciales en la cabina. Si bien la desinversión del negocio de Movilidad sugiere un enfoque reducido, las soluciones de la compañía anteriormente tenían como objetivo mejorar la experiencia del conductor y la gestión de flotas para estos clientes.","[{'name': 'trmb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trmb-Q125-10-Q.html'}]",275294,USD,TRMB,SMART,STK,True,COM
transportation and logistics,commercial_fleets,KYG037AX1015,AMBARELLA INC,49,"Desarrolla procesadores de visión de IA que permiten capacidades avanzadas de percepción y monitoreo inteligente, contribuyendo a mejorar la seguridad y la eficiencia operativa dentro de las flotas comerciales.","La participación de Ambarella en la industria de Flotas Comerciales se destaca por la integración de Samsara del SoC de IA CV72 de Ambarella en su plataforma AI Multicam, una solución líder en telemática de flotas comerciales. Esta plataforma ofrece visibilidad completa de 360 grados en tiempo real y detección de riesgos en tiempo real, demostrando una aplicación clave de los SoC de IA de Ambarella en este sector. La plataforma AI Multicam, que admite hasta 4 flujos de cámaras HD auxiliares, muestra la tecnología de Ambarella en una integración insignia dentro de la telemática de flotas comerciales.",,115324103,USD,AMBA,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US4433201062,HUB GROUP INC-CL A,50,"Opera y gestiona una importante red de flotas comerciales para prestar servicios intermodales, de carga completa y de logística en toda América del Norte.",,,4813067,USD,HUBG,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US0517741072,AURORA INNOVATION INC,51,"Desarrolla soluciones de tecnología de conducción autónoma diseñadas específicamente para su integración en flotas de camiones comerciales, mejorando la eficiencia y la seguridad en la logística y el transporte.","El compromiso de Aurora con el tema de las flotas comerciales es evidente en su modelo de negocio de Conductor como Servicio (DaaS), donde los clientes o terceros compran, gestionan y mantienen flotas mientras se suscriben al Aurora Driver. La empresa se centra en proporcionar la tecnología de conducción, mientras que la gestión y propiedad de las flotas son manejadas por los clientes. Aurora no tiene la intención de poseer u operar un gran número de vehículos por sí misma, lo que indica que su función principal es habilitar y apoyar las operaciones de flotas comerciales a través de su oferta DaaS.","[{'name': 'aur-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aur-FY24-10-K.html'}]",524706371,USD,AUR,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US92047W1018,VALVOLINE INC,52,Contribuye a la eficiencia operativa y la longevidad de las flotas comerciales al proporcionar lubricantes especializados y soluciones de mantenimiento.,"Valvoline se enfoca activamente en la expansión de clientes y servicios, con un enfoque específico en el negocio de flotas, como lo demuestran sus iniciativas e inversiones estratégicas. Las inversiones de la compañía en soluciones para flotas están arrojando resultados positivos, con un crecimiento en su base de clientes de flotas que supera el crecimiento transaccional de los consumidores. Este enfoque se ve reforzado por las asociaciones de Valvoline con empresas de flotas nacionales, así como con propietarios de flotas regionales y locales, lo que demuestra un compromiso para expandir su presencia en el sector de flotas comerciales. Estos esfuerzos indican que Valvoline considera el mercado de flotas comerciales como un área clave para el crecimiento y la expansión de servicios.","[{'name': 'vvv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vvv-Q225-10-Q.html'}, {'name': 'vvv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vvv-Q125-10-Q.html'}, {'name': 'vvv-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vvv-Q325-10-Q.html'}]",248754546,USD,VVV,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3724601055,GENUINE PARTS CO,53,Suministra repuestos automotrices y soluciones de mantenimiento esenciales para el mantenimiento y la operación de flotas de vehículos comerciales.,,,7745,USD,GPC,SMART,STK,True,COM
transportation and logistics,commercial_fleets,SGXZ19450089,KAROOOOO LTD,54,Se enfoca en proporcionar soluciones y servicios para flotas comerciales.,"La participación de Karooooo en flotas comerciales es evidente en su operación de una plataforma SaaS diseñada para vehículos conectados y activos móviles, que ayuda a las empresas a mejorar la eficiencia operativa, reducir costos, aumentar la seguridad y garantizar el cumplimiento. Esta plataforma soporta a más de 2.3 millones de suscriptores en más de 125.000 empresas en diversas industrias, incluyendo logística, minería, agricultura, construcción, venta minorista y el sector público, en Sudáfrica, el Sudeste Asiático y Europa. La plataforma de la empresa ayuda a las empresas de diversas industrias a simplificar la toma de decisiones para optimizar sus operaciones físicas.",,479786418,USD,KARO,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US04956D1072,ATMUS FILTRATION TECHNOLOGIE,55,"Suministra productos y tecnologías de filtración esenciales para el rendimiento y mantenimiento de vehículos comerciales, contribuyendo a la eficiencia operativa de las flotas comerciales.",,,633108219,USD,ATMU,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US59516C1062,MICROVAST HOLDINGS INC,56,"Proporciona soluciones de baterías para vehículos comerciales eléctricos, apoyando la transición y la eficiencia operativa de las flotas comerciales.","La participación de Microvast con flotas comerciales es evidente en el diseño de su celda de 48 Ah, que está diseñada para aplicaciones de alta potencia y carga rápida. Esta celda es capaz de soportar una carga y descarga continua de 3C, lo que la hace adecuada para aplicaciones críticas como autobuses y flotas logísticas que requieren una rápida rotación. La celda de 48 Ah ofrece más de 8.000 ciclos con un estado de salud superior al 80%, lo que solidifica aún más su posición como una solución preferida para estas aplicaciones comerciales.","[{'name': 'mvst-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mvst-Q225-10-Q.html'}]",504717050,USD,MVST,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US7433151039,PROGRESSIVE CORP,57,"Proporciona soluciones de seguros adaptadas para flotas comerciales, abordando sus necesidades específicas de gestión de riesgos y cobertura.",,,11080,USD,PGR,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US71880K1016,PHINIA INC,58,Suministra sistemas avanzados de combustible y tecnologías de tren motriz que contribuyen al rendimiento y la eficiencia de las operaciones de flotas comerciales.,,,638219806,USD,PHIN,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3665051054,GARRETT MOTION INC,59,"Contribuye al rendimiento y la eficiencia de las flotas comerciales a través de sus avanzadas tecnologías de turbocompresión, que son integrales para la operación de vehículos pesados.",,,332922484,USD,GTX,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US48238T1097,OPENLANE INC,60,Proporciona un mercado digital que facilita la reventa mayorista de vehículos para flotas comerciales.,"La participación de OPENLANE con flotas comerciales es evidente a través de su posición de liderazgo en el espacio comercial fuera de arrendamiento, representando la mayoría de los programas de OEM e instituciones financieras en América del Norte. Si bien los volúmenes de vehículos comerciales experimentaron las caídas esperadas, la empresa anticipa una recuperación en 2026 y está invirtiendo en el negocio comercial con expectativas de mayores volúmenes. OPENLANE se enfoca en expandir el inventario comercial y de concesionarios, aprovechando sus relaciones de larga data con los clientes e integraciones de sistemas profundas para capturar oportunidades futuras en el sector comercial.",,70907405,USD,OPLN,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,61,"Apoya el desarrollo y la financiación de soluciones de infraestructura sostenible para flotas comerciales, incluida la carga de vehículos eléctricos y las tecnologías de combustible alternativo.","La empresa demuestra su participación en el tema de las Flotas Comerciales a través de inversiones en activos de Combustibles, Transporte y Naturaleza (FTN), que abarcan mejoras en las flotas de transporte. Estos activos FTN abarcan sectores económicos de altas emisiones más allá de la red eléctrica, como el transporte y los combustibles en los Estados Unidos. Si bien las mejoras en las flotas de transporte forman parte de sus inversiones FTN, no representan una prioridad estratégica de primer nivel para la empresa.","[{'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}, {'name': 'hasi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q225-10-Q.html'}]",125815462,USD,HASI,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3936571013,GREENBRIER COMPANIES INC,62,Contribuye a las flotas comerciales mediante la fabricación y el arrendamiento de vagones de carga ferroviaria esenciales para el transporte de mercancías en diversas industrias.,,,7472,USD,GBX,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US2172041061,COPART INC,63,"Proporciona una plataforma de subastas en línea que ayuda a las flotas comerciales en la disposición de vehículos dañados, recuperados y al final de su vida útil.",,,4728523,USD,CPRT,SMART,STK,True,COM
transportation and logistics,commercial_fleets,CA74935Q1072,RB GLOBAL INC,64,"Facilita la compra y venta de equipos pesados y vehículos comerciales, apoyando las necesidades operativas y la gestión de activos de flotas comerciales.","La conexión de RB Global con el tema de Flotas Comerciales es evidente a través de su papel en la conexión de vendedores y compradores de activos y vehículos comerciales, siendo los propietarios de flotas una base de clientes principal. La empresa facilita transacciones para estos clientes principalmente dentro de los sectores comercial, de la construcción y del transporte. Si bien los propietarios de flotas se mencionan específicamente como clientes, junto con las compañías de seguros de automóviles, los usuarios finales, los concesionarios y los fabricantes de equipos originales, no se especifica el alcance de la contribución de ingresos de este segmento.","[{'name': 'rba-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rba-Q324-10-Q.html'}, {'name': 'rba-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rba-FY24-10-K.html'}]",632407680,CAD,RBA,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US29355X1072,ENPRO INC,65,Abarca el sector de Flotas Comerciales dentro de su ámbito operativo.,"El segmento de Tecnologías de Sellado de Enpro participa en el mercado de vehículos comerciales, proporcionando productos y soluciones de ingeniería. Estas soluciones se utilizan en componentes de ruedas y suspensiones, que son críticos para garantizar la seguridad en las carreteras. Si bien los vehículos comerciales son un mercado para su segmento de Tecnologías de Sellado, la compañía ha notado debilidad en este mercado en particular.","[{'name': 'npo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/npo-Q125-10-Q.html'}, {'name': 'npo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/npo-FY24-10-K.html'}]",15130035,USD,NPO,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US8308791024,SKYWEST INC,66,"Opera una gran flota de aviones comerciales para importantes socios aerolíneos, prestando servicios esenciales de transporte aéreo regional.",,,274408,USD,SKYW,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US1910981026,COCA-COLA CONSOLIDATED INC,67,Opera flotas comerciales para la distribución de sus productos de bebidas en sus territorios.,,,267892,USD,COKE,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US88579Y1010,3M CO,68,Juega un papel en la industria de flotas comerciales.,"La participación de 3M en flotas comerciales se demuestra a través de su división de Transporte y Electrónica, donde el crecimiento fue impulsado por gráficos comerciales y personalización de automóviles. Este crecimiento se atribuye a la demanda de su nuevo producto premium de envoltura para flotas y a la ampliación de la cobertura de ventas. Si bien la envoltura premium para flotas está impulsando la demanda en gráficos comerciales y personalización de automóviles, su contribución a los ingresos generales de la empresa es limitada.",,9720,USD,MMM,SMART,STK,True,COM
