symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
AEO,unclassified,physical_presence,US02553E1064,AMERICAN EAGLE OUTFITTERS,40,Mantiene una importante red de tiendas físicas minoristas que sirven como puntos clave de interacción con el cliente y ventas dentro del mercado de la moda.,"American Eagle Outfitters mantiene una presencia física significativa a través de la operación de sus tiendas minoristas American Eagle y Aerie. Al 2 de noviembre de 2024, la compañía operaba 845 tiendas minoristas AE y 317 tiendas minoristas Aerie, junto con ubicaciones adicionales para Todd Snyder y Unsubscribed. Reflejando este compromiso, la compañía está optimizando activamente su red de tiendas abriendo nuevas ubicaciones de Aerie y offline, remodelando tiendas AE y cerrando estratégicamente algunas ubicaciones de American Eagle. Además, la compañía está realizando inversiones significativas en sus tiendas físicas, como lo demuestra la asignación de $131.938 millones a inversiones en tiendas, mobiliario y visual merchandising en el año fiscal 2025.","[{'name': 'aeo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aeo-FY24-10-K.html'}, {'name': 'aeo-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeo-Q224-10-Q.html'}, {'name': 'aeo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeo-Q324-10-Q.html'}]",4725951,USD,SMART,STK,True,PHY
ARCO,unclassified,physical_presence,VGG0457F1071,ARCOS DORADOS HOLDINGS INC-A,41,"Opera una extensa red de ubicaciones físicas de restaurantes en América Latina y el Caribe, sustentando su modelo de negocio a través de una amplia huella física.",,,86766101,USD,SMART,STK,False,PHY
GPC,unclassified,physical_presence,US3724601055,GENUINE PARTS CO,42,Se basa en una extensa red de ubicaciones físicas para facilitar la distribución y venta de piezas automotrices e industriales.,,,7745,USD,SMART,STK,True,PHY
LULU,unclassified,physical_presence,US5500211090,LULULEMON ATHLETICA INC,43,Mantiene una importante presencia física en tiendas minoristas como un elemento clave de su estrategia de ventas y compromiso con el cliente.,"La presencia física de Lululemon es un componente clave de su estrategia de crecimiento, como lo demuestra el hecho de que la empresa finalizó el último trimestre con 770 tiendas a nivel mundial y planea abrir entre 40 y 45 nuevas tiendas operadas por la empresa en 2025, junto con aproximadamente 40 optimizaciones de tiendas. Esta expansión, que incluye ubicaciones en América y mercados internacionales con un enfoque en China, resultó en un aumento del 8% en las ventas totales de tiendas y un aumento del 14% en el área construida en comparación con el año anterior, impulsado por la adición de 59 nuevas tiendas netas desde el primer trimestre de 2024. Estas tiendas físicas facilitan la interacción directa con el consumidor y complementan los canales de venta en línea de Lululemon.",,45157951,USD,SMART,STK,True,PHY
TSCO,unclassified,physical_presence,US8923561067,TRACTOR SUPPLY COMPANY,44,"Opera una vasta red de tiendas físicas de venta al por menor, sirviendo como un canal principal para la interacción con el cliente y la distribución de productos.","Tractor Supply Company mantiene una presencia significativa de tiendas físicas a través de la operación de sus tiendas Tractor Supply y Petsense. A marzo de 2025, la compañía operaba 2.311 tiendas Tractor Supply y 206 tiendas Petsense, y continúa expandiendo su huella física con planes de abrir aproximadamente 90 nuevas tiendas Tractor Supply y 10 nuevas tiendas Petsense. La apertura de nuevas tiendas ha contribuido al crecimiento de las ventas netas, y la compañía abrió 54 nuevas tiendas Tractor Supply en los primeros nueve meses del año fiscal 2024, demostrando un compromiso con las ubicaciones minoristas físicas.","[{'name': 'tsco-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsco-Q125-10-Q.html'}, {'name': 'tsco-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsco-Q324-10-Q.html'}]",6858322,USD,SMART,STK,True,PHY
BJ,unclassified,physical_presence,US05550J1016,BJ'S WHOLESALE CLUB HOLDINGS,45,"Aprovecha una extensa red de clubes de venta al por mayor físicos para servir a sus miembros y facilitar la compra a granel, sustentando su estrategia minorista.","BJ's demuestra un compromiso con su presencia física a través de iniciativas de expansión estratégica. La empresa está abriendo activamente nuevos clubes, incluido su primer club en Staten Island, y reubicando los existentes, como la ubicación de Mechanicsburg, Pensilvania, para servir mejor a los miembros. Esta expansión se ve aún más enfatizada por los planes de abrir clubes adicionales a lo largo del año y una sólida cartera de futuras aperturas, incluida la entrada en el mercado de Dallas-Fort Worth, con el objetivo de agregar de 25 a 30 nuevos clubes en dos años. BJ's está acelerando las aperturas de clubes para servir a más familias, lo que indica un claro enfoque estratégico en el crecimiento de su presencia física.",,323612220,USD,SMART,STK,True,PHY
CASY,unclassified,physical_presence,US1475281036,CASEY'S GENERAL STORES INC,46,"Opera una vasta red de tiendas de conveniencia físicas, sirviendo como punto principal de venta e interacción con el cliente para bienes y servicios dentro de las comunidades.",,,267265,USD,SMART,STK,True,PHY
WING,unclassified,physical_presence,US9741551033,WINGSTOP INC,47,"Opera una red global de ubicaciones físicas de restaurantes que sirven como puntos de venta principales para sus ofertas de alimentos, facilitando los servicios de comedor, para llevar y a domicilio.",,,196892722,USD,SMART,STK,True,PHY
BBWI,unclassified,physical_presence,US0708301041,BATH & BODY WORKS INC,48,"Opera una vasta red de ubicaciones minoristas físicas, estableciendo una presencia significativa de ladrillo y mortero para sus productos.","Bath & Body Works mantiene un fuerte compromiso con su presencia física, operando aproximadamente 1.900 tiendas en Norteamérica. La estrategia de la empresa implica invertir en ubicaciones nuevas, principalmente fuera de centros comerciales, y remodelar tiendas existentes, con gastos de capital que incluyen aproximadamente 115 millones de dólares destinados a estos esfuerzos. Estas tiendas más nuevas presentan diseños elevados, distribuciones abiertas, barras de fragancias interactivas y tecnología integrada para mejorar la experiencia de compra, y la empresa se centra en impulsar un crecimiento sostenible a largo plazo a través de estas inversiones en tiendas físicas y tecnología.","[{'name': 'bbwi-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bbwi-Q224-10-Q.html'}, {'name': 'bbwi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bbwi-Q324-10-Q.html'}]",502252263,USD,SMART,STK,True,PHY
MAC,unclassified,physical_presence,US5543821012,MACERICH CO/THE,49,"Posee y opera una cartera de propiedades minoristas de primer nivel, proporcionando espacios físicos esenciales para numerosas empresas minoristas físicas y experienciales.","Las operaciones de la Compañía se centran en gran medida en la presencia física, como lo demuestra su participación en la adquisición, propiedad, desarrollo, redesarrollo, gestión y arrendamiento de centros comerciales regionales y comunitarios/de energía en todo Estados Unidos. Al 30 de junio de 2025, la Sociedad Operativa poseía participaciones en 39 centros comerciales regionales, que incluyen espacios adyacentes de oficinas, hoteles y residenciales, junto con dos centros comerciales comunitarios/de energía. Estos centros, que suman 41, abarcan aproximadamente 42 millones de pies cuadrados de área bruta alquilable, lo que destaca la importante inversión de la empresa en ubicaciones minoristas físicas.","[{'name': 'mac-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mac-Q225-10-Q.html'}]",9322,USD,SMART,STK,True,PHY
HRB,unclassified,physical_presence,US0936711052,H&R BLOCK INC,50,"Mantiene una extensa red de ubicaciones de oficinas físicas para ofrecer servicios de preparación de impuestos en persona y soporte al cliente, formando un componente central de su modelo de prestación de servicios.",,,8130,USD,SMART,STK,True,PHY
AAP,unclassified,physical_presence,US00751Y1064,ADVANCE AUTO PARTS INC,51,"Mantiene una presencia física significativa en tiendas para facilitar las ventas, la disponibilidad de productos y la interacción con el cliente para repuestos y servicios automotrices.",,,4027,USD,SMART,STK,True,PHY
KIM,unclassified,physical_presence,US49446R1095,KIMCO REALTY CORP,52,"Posee y opera una cartera de centros comerciales al aire libre, anclados por supermercados, que proporcionan ubicaciones físicas esenciales para los negocios minoristas y contribuyen a la presencia sostenida del comercio físico.",,,8845,USD,SMART,STK,True,PHY
RH,unclassified,physical_presence,US74967X1037,RH,53,"Se basa en una red de salas de exposición físicas para exhibir sus productos e interactuar con los clientes, estableciendo una sólida presencia física.","La estrategia comercial de RH se basa en gran medida en su presencia física, con operaciones que abarcan Estados Unidos, Canadá, Reino Unido, Alemania, Bélgica y España a través de Design Galleries, Legacy Galleries, Modern Galleries, Baby & Child y TEEN Galleries, Outlets y Waterworks Showrooms. La estrategia principal de la empresa implica operar y expandir sus ubicaciones minoristas físicas en América del Norte y Europa, con importantes gastos de capital e inversiones en Design Galleries y bienes raíces. Además, RH enfatiza la transformación de su plataforma inmobiliaria de una huella minorista heredada a una cartera de Design Galleries, esperando generar ingresos anuales sustanciales e integrando la hospitalidad en estas ubicaciones.","[{'name': 'rh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rh-Q324-10-Q.html'}]",258821404,USD,SMART,STK,True,PHY
MUSA,unclassified,physical_presence,US6267551025,MURPHY USA INC,54,"Opera una extensa red de ubicaciones físicas de venta al por menor, principalmente tiendas de conveniencia y gasolineras, formando un componente central de su modelo de negocio y estrategia de compromiso con el cliente.","El negocio de MUSA depende en gran medida de su presencia física, como lo demuestra el hecho de que la empresa posee y opera una cadena de tiendas minoristas que comercializan gasolina y otros productos bajo las marcas Murphy USA y Murphy Express, muchas de ellas ubicadas cerca de tiendas Walmart. Al 30 de junio de 2025, MUSA operaba un total de 1.766 tiendas de la empresa en 27 estados, incluidas ubicaciones de las marcas Murphy y QuickChek. La empresa también discute la construcción y el mantenimiento de nuevas tiendas, enfatizando aún más la importancia de las ubicaciones físicas para su estrategia general.","[{'name': 'musa-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/musa-Q324-10-Q.html'}, {'name': 'musa-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/musa-Q225-10-Q.html'}, {'name': 'musa-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/musa-FY24-10-K.html'}]",132717465,USD,SMART,STK,True,PHY
ORLY,unclassified,physical_presence,US67103H1077,O'REILLY AUTOMOTIVE INC,55,"Opera una extensa red de ubicaciones minoristas físicas en varios estados, sirviendo como punto principal de venta e interacción con el cliente para piezas y accesorios de automóviles.","O'Reilly Auto Parts mantiene una sólida presencia física, como lo demuestra la operación de tiendas minoristas físicas donde los clientes pueden interactuar directamente con los productos y recibir asistencia de más de 93,000 miembros del equipo. La importancia estratégica de las ubicaciones físicas de la compañía se ve aún más enfatizada por los planes de invertir entre $1.2 mil millones y $1.3 mil millones en gastos de capital en 2025, una parte de los cuales se destinará a la apertura de 38 nuevas tiendas netas en EE. UU. y México, atendidas por equipos de profesionales de repuestos enfocados en el servicio al cliente.",,82457808,USD,SMART,STK,True,PHY
ADC,unclassified,physical_presence,US0084921008,AGREE REALTY CORP,56,"Proporciona y gestiona bienes raíces esenciales para empresas minoristas, facilitando su presencia física y operaciones en diversos mercados.","La empresa está experimentando el mayor nivel de demanda por parte de los minoristas de nuevas ubicaciones físicas desde la gran crisis financiera, con casi todos los minoristas en su entorno enfocados en agregar nuevas tiendas netas. La empresa subraya el papel fundamental que desempeñan los activos de arrendamiento neto minorista en un mundo minorista omnicanal. Este énfasis resalta la importancia de las ubicaciones físicas en la estrategia de la empresa.",,4151,USD,SMART,STK,True,PHY
URBN,unclassified,physical_presence,US9170471026,URBAN OUTFITTERS INC,57,"Opera una amplia cartera de tiendas físicas minoristas para sus diversas marcas, estableciendo así una presencia significativa de ladrillo y mortero dentro de la industria minorista.","La participación de URBN en el tema de la Presencia Física es evidente en sus inversiones estratégicas y su desempeño. El crecimiento total de las ventas de la empresa se vio impulsado en parte por comparaciones positivas en el segmento minorista, con tiendas físicas superando a los canales digitales. URBN planea abrir aproximadamente 69 tiendas, con un enfoque en FP Movement, Free People y Anthropologie, y aproximadamente el 50% de sus gastos de capital se asignan a la expansión y el soporte de tiendas minoristas. Esta expansión se complementa con esfuerzos para mejorar la experiencia en la tienda, lo que demuestra la creencia de la empresa de que sus tiendas son un activo valioso.",,275527,USD,SMART,STK,True,PHY
NNN,unclassified,physical_presence,US6374171063,NNN REIT INC,58,"Se enfoca en la propiedad y arrendamiento de propiedades minoristas físicas, contribuyendo a la presencia y operación continua de negocios físicos.",,,39042404,USD,SMART,STK,True,PHY
PZZA,unclassified,physical_presence,US6988131024,PAPA JOHN'S INTL INC,59,"Opera una red de ubicaciones físicas de restaurantes esenciales para la preparación de pizza, la recogida por parte del cliente y los servicios de entrega.",,,273538,USD,SMART,STK,True,PHY
ATAT,unclassified,physical_presence,US04965M1062,ATOUR LIFESTYLE HOLDINGS-ADR,60,"Opera numerosos hoteles, estableciendo una importante presencia física que define su modelo de negocio principal.",,,499478696,USD,SMART,STK,False,PHY
REG,unclassified,physical_presence,US7588491032,REGENCY CENTERS CORP,61,"Desarrolla, posee y opera centros comerciales anclados en supermercados, proporcionando ubicaciones físicas esenciales para el comercio minorista que son integrales para mantener una fuerte presencia física para empresas y comunidades.","El negocio de la compañía gira en torno a una importante presencia física, principalmente a través de la propiedad y el arrendamiento de centros comerciales de barrio y comunitarios de alta calidad. Esto se demuestra por una cartera de propiedades que estaba arrendada en un 96.3% y la ejecución de 2.032 transacciones de arrendamiento nuevas y de renovación, que representan 9.9 millones de pies cuadrados pro-rata. La compañía se enfoca en áreas comerciales suburbanas para atraer proveedores minoristas y de servicios, ofreciendo espacios tanto ancla como locales dentro de sus propiedades. El arrendamiento y la gestión de estos centros comerciales físicos subrayan la dedicación de la compañía al comercio minorista físico.","[{'name': 'reg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/reg-FY24-10-K.html'}]",11574,USD,SMART,STK,True,PHY
ASO,unclassified,physical_presence,US00402L1070,ACADEMY SPORTS & OUTDOORS IN,62,"Opera una vasta red de tiendas minoristas físicas, que son centrales para su modelo de negocio de participación del cliente y distribución de productos.",,,448389035,USD,SMART,STK,True,PHY
BRX,unclassified,physical_presence,US11120U1051,BRIXMOR PROPERTY GROUP INC,63,"Posee y opera una cartera de centros comerciales minoristas al aire libre, lo que contribuye directamente y mantiene una presencia física significativa para varios minoristas.",,,137494497,USD,SMART,STK,True,PHY
PECO,unclassified,physical_presence,US71844V2016,PHILLIPS EDISON & COMPANY IN,64,"Se enfoca en poseer y administrar centros comerciales anclados en supermercados, proporcionando así ubicaciones minoristas físicas esenciales para empresas y consumidores.",,,502056059,USD,SMART,STK,True,PHY
FND,unclassified,physical_presence,US3397501012,FLOOR & DECOR HOLDINGS INC-A,65,"Opera una red generalizada de tiendas minoristas físicas dedicadas a la venta de pisos de superficie dura y accesorios relacionados, lo que representa una presencia considerable de ladrillo y mortero.","Floor & Decor mantiene una importante presencia física, operando 241 tiendas en formato almacén en 38 estados. Reforzando este compromiso, la compañía abrió 20 nuevas tiendas en formato almacén durante las treinta y nueve semanas finalizadas el 26 de septiembre de 2024 y continúa invirtiendo capital para mejorar la experiencia de compra en tienda. Con su base como minorista especializado multicanal de pisos de superficie dura, el número sustancial de tiendas de la compañía refleja una plantilla dedicada y un énfasis estratégico en el comercio minorista físico.","[{'name': 'fnd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fnd-Q324-10-Q.html'}]",273992879,USD,SMART,STK,True,PHY
BURL,unclassified,physical_presence,US1220171060,BURLINGTON STORES INC,66,"Opera una vasta red de tiendas minoristas físicas, sirviendo como un componente significativo del panorama minorista tradicional.","Burlington opera una importante presencia física, con 1.115 tiendas minoristas a fecha de 3 de mayo de 2025, en 46 estados, Washington D.C. y Puerto Rico. Demostrando un compromiso con el comercio minorista físico, la empresa planea abrir aproximadamente 100 nuevas tiendas netas durante el año fiscal 2025 y espera abrir un promedio de unas 100 nuevas tiendas netas por año, lo que suma 500 nuevas tiendas entre los años fiscales 2024 y 2028. Esta expansión incluye la adquisición de 46 antiguos arrendamientos de Joann's, lo que solidifica aún más el enfoque de la empresa en su estrategia de comercio minorista físico.","[{'name': 'burl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/burl-FY24-10-K.html'}]",135699190,USD,SMART,STK,True,PHY
BYD,unclassified,physical_presence,US1033041013,BOYD GAMING CORP,67,"Opera numerosas propiedades de casino físicas en varios estados, brindando servicios de entretenimiento y juegos en lugares tradicionales.","La estrategia comercial de BYD depende en gran medida de su presencia física, como lo demuestra su enfoque en propiedades de casinos y resorts físicos. La compañía está invirtiendo activamente en renovaciones, expansiones y nuevos desarrollos de propiedades, como Cadence Crossing y el resort de Norfolk, enfatizando la importancia de las ubicaciones físicas. Este compromiso se ve respaldado además por el desarrollo de nuevas instalaciones de casino y el reemplazo de casinos existentes por modernas instalaciones de entretenimiento.",,5365,USD,SMART,STK,True,PHY
TPR,unclassified,physical_presence,US8760301072,TAPESTRY INC,68,"Mantiene una importante presencia minorista física a través de sus tiendas propias y operadas, que son cruciales para la participación del cliente y las ventas dentro de su cartera de marcas.","La participación de la compañía en la presencia física se demuestra por el aumento de las ventas globales en tiendas físicas a una tasa de un dígito medio, acompañado de una rentabilidad sólida y creciente. Para respaldar esta participación, aproximadamente la mitad del gasto de capital de la compañía se asigna a la apertura, renovación y reubicación de tiendas. Si bien las ventas digitales representan una parte sustancial de los ingresos, la compañía continúa invirtiendo y beneficiándose de sus ubicaciones minoristas físicas.",,292491487,USD,SMART,STK,True,PHY
DKS,unclassified,physical_presence,US2533931026,DICK'S SPORTING GOODS INC,69,Mantiene una extensa red de tiendas minoristas físicas que sirven como canal principal para la interacción con el cliente y la venta de artículos deportivos.,"DICK'S Sporting Goods mantiene una fuerte presencia física a través de la operación de varias tiendas físicas, incluyendo DICK’S Sporting Goods, Golf Galaxy, Public Lands y tiendas conceptuales especializadas Going Going Gone!, junto con formatos más nuevos como DICK’S House of Sport y DICK’S Field House. Esto se ve reforzado por las iniciativas estratégicas de la empresa para abrir nuevas tiendas en mercados poco penetrados y aprovechar su cartera inmobiliaria, que incluye planes para reposicionar la cartera y proporcionar un espacio mejorado en la tienda para marcas verticales. El compromiso de la empresa es evidente en sus planes de gastos de capital centrados en el desarrollo de nuevas tiendas, reubicaciones y remodelaciones, así como en la gestión de un número significativo de renovaciones de arrendamientos.","[{'name': 'dks-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dks-Q324-10-Q.html'}]",16310970,USD,SMART,STK,True,PHY
PSMT,unclassified,physical_presence,US7415111092,PRICESMART INC,70,"Opera una red de tiendas físicas de clubes de almacén, que son fundamentales para su modelo de negocio minorista e interacción con el cliente.",,,4816971,USD,SMART,STK,True,PHY
KRG,unclassified,physical_presence,US49803T3005,KITE REALTY GROUP TRUST,71,"Apoya la presencia física al poseer y operar propiedades inmobiliarias minoristas, proporcionando ubicaciones físicas esenciales para los negocios.",,,161703135,USD,SMART,STK,True,PHY
LEVI,unclassified,physical_presence,US52736R1023,LEVI STRAUSS & CO- CLASS A,72,"Mantiene una red global de tiendas minoristas físicas, que sirven como canales clave para la venta de productos y la participación de la marca en sus ofertas de indumentaria.","Levi Strauss mantiene una presencia significativa de tiendas físicas como parte de su estrategia directa al consumidor, operando tiendas principales y outlets, sitios de comercio electrónico y shop-in-shops. Los productos de la empresa se venden en aproximadamente 50,000 puntos de venta en 120 países, incluidas alrededor de 3,200 tiendas y shop-in-shops dedicadas a la marca. Levi Strauss está expandiendo activamente su red global de tiendas, abriendo recientemente 16 nuevas tiendas netas, incluidas ubicaciones clave en Nagoya, Japón, Seúl, Corea y Nueva Jersey en EE. UU., con planes potenciales de duplicar su número de tiendas en el continente.","[{'name': 'levi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/levi-Q125-10-Q.html'}]",358053635,USD,SMART,STK,False,PHY
GLP,unclassified,physical_presence,US37946R1095,GLOBAL PARTNERS LP,73,"Mantiene una presencia física significativa a través de su red de ubicaciones minoristas y de distribución, que son integrales para sus operaciones y la interacción con el cliente.",,,35976362,USD,SMART,STK,False,PHY
SUN,unclassified,physical_presence,US86765K1097,SUNOCO LP,74,"Mantiene una extensa red de terminales de distribución de combustible y sitios minoristas, proporcionando infraestructura física esencial para sus operaciones y el acceso de los clientes.","La compañía mantiene una presencia física significativa a través de sus operaciones de distribución de combustible, que atienden aproximadamente a 7.400 ubicaciones de marca Sunoco y asociadas, junto con distribuidores independientes y clientes comerciales. Esta extensa red indica un compromiso sustancial con las ubicaciones minoristas físicas. Sin embargo, si bien la escala de estas operaciones sugiere una fuerza laboral significativa dedicada a actividades físicas, no hay un énfasis explícito en formatos de tienda únicos o contribuciones de ingresos.","[{'name': 'sun-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sun-Q225-10-Q.html'}]",171322358,USD,SMART,STK,False,PHY
SBH,unclassified,physical_presence,US79546E1047,SALLY BEAUTY HOLDINGS INC,75,"Opera una red significativa de ubicaciones minoristas físicas, formando un componente central de su modelo de negocio para la distribución de productos y la interacción con el cliente.",,,41621276,USD,SMART,STK,True,PHY
