symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
ECL,consumer and retail,food_and_drinks,US2788651006,ECOLAB INC,29,"Proporciona soluciones críticas de saneamiento, higiene y gestión del agua esenciales para garantizar la seguridad alimentaria, la calidad del producto y la eficiencia operativa en la industria de Alimentos y Bebidas.","El compromiso de Ecolab con la industria de Alimentos y Bebidas es evidente en múltiples segmentos. El segmento Global de Agua, que incluye un segmento operativo de Alimentos y Bebidas, ha experimentado un crecimiento de ventas impulsado por el sector de alimentos y bebidas. De manera similar, el segmento Global de Eliminación de Plagas ha visto ganancias en alimentos y bebidas, restaurantes y hostelería, lo que contribuye al crecimiento orgánico de las ventas. Además, la compañía brinda un apoyo mínimo a las empresas de alimentos y bebidas en Rusia, lo que demuestra la importancia del sector para las operaciones esenciales.","[{'name': 'ecl-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ecl-Q225-10-Q.html'}, {'name': 'ecl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ecl-Q125-10-Q.html'}, {'name': 'ecl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ecl-Q324-10-Q.html'}, {'name': 'ecl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ecl-FY24-10-K.html'}]",6682,USD,SMART,STK,True,CL1
BF B,consumer and retail,food_and_drinks,US1156372096,BROWN-FORMAN CORP-CLASS B,30,"Produce y comercializa una cartera diversa de bebidas alcohólicas premium, incluidos licores y vinos, estableciendo una presencia significativa dentro de la industria mundial de alimentos y bebidas.","El negocio principal de Brown-Forman gira en torno a la producción, distribución y venta de una cartera diversa de bebidas alcohólicas, que incluyen whisky, tequila, cócteles listos para beber y vino, lo que sitúa firmemente a la empresa dentro de la industria de alimentos y bebidas. El desempeño financiero y las decisiones estratégicas de la empresa se centran en sus marcas de bebidas, como lo demuestra la amplia discusión sobre las ventas netas, las ganancias brutas y el desempeño del mercado en varias categorías de bebidas y regiones geográficas. Este enfoque se ve aún más resaltado por la participación de la empresa en diversos aspectos de la industria de bebidas alcohólicas, desde los costos de las materias primas hasta el consumo del consumidor y la cuota de mercado. Incluso con la desinversión de ciertos negocios de vino y vodka, la empresa mantiene una fuerte presencia en el sector de las bebidas, un componente importante del mercado más amplio de alimentos y bebidas.","[{'name': 'bfb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q125-10-Q.html'}, {'name': 'bfb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q225-10-Q.html'}, {'name': 'bfb-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q325-10-Q.html'}]",4931,USD,SMART,STK,True,CL1
KR,consumer and retail,food_and_drinks,US5010441013,KROGER CO,31,"Opera como un minorista destacado, ofreciendo una amplia gama de productos de alimentos y bebidas a consumidores en numerosas ubicaciones.",,,8908,USD,SMART,STK,True,CL1
SEB,consumer and retail,food_and_drinks,US8115431079,SEABOARD CORP,32,"Participa en diversas operaciones que abarcan la producción agrícola, el procesamiento de alimentos y la distribución, contribuyendo significativamente al sector global de Alimentos y Bebidas.","La participación de Seaboard en la industria de Alimentos y Bebidas es evidente a través de sus segmentos de Cerdo y Pavo, siendo este último el que incluye una inversión del 52,5% en Butterball, LLC. Las ventas del segmento de Cerdo se ven influenciadas por el volumen de cerdos de mercado y productos de cerdo, lo que afecta a las ventas netas totales. Si bien los aranceles no afectaron materialmente los resultados del segmento de Cerdo, se han observado fluctuaciones en los volúmenes de ventas debido a la disponibilidad de cerdos y al momento de la entrega. Las ventas netas de Butterball alcanzaron los 444 millones de dólares en los tres meses finalizados el 28 de junio de 2025, lo que pone de relieve la participación de Seaboard en la producción y venta de alimentos.","[{'name': 'seb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/seb-Q225-10-Q.html'}]",756577,USD,SMART,STK,False,CL1
USFD,consumer and retail,food_and_drinks,US9120081099,US FOODS HOLDING CORP,33,"Se dedica a la distribución de una amplia gama de productos alimenticios y relacionados con alimentos a clientes del sector de servicios de alimentos, desempeñando un papel crucial en la cadena de suministro de la industria de alimentos y bebidas.","US Foods opera completamente dentro de la industria de alimentos y bebidas, esforzándose por inspirar y empoderar a chefs y operadores de servicios de alimentos para ofrecer excelentes experiencias culinarias. Como distribuidor nacional de servicios de alimentos de amplia gama, la compañía suministra aproximadamente a 250,000 ubicaciones de clientes en todo el país con una amplia gama de productos alimenticios frescos, congelados y secos obtenidos de miles de proveedores. Esto se refleja en sus sustanciales ventas netas, que alcanzaron los $37,877 millones en el año fiscal 2024, impulsadas por el crecimiento del volumen de cajas y la inflación de los costos de los alimentos, con un equipo de 30,000 asociados que apoyan estas operaciones.","[{'name': 'usfd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/usfd-FY24-10-K.html'}, {'name': 'usfd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/usfd-Q324-10-Q.html'}]",234662860,USD,SMART,STK,True,CL1
ADM,consumer and retail,food_and_drinks,US0394831020,ARCHER-DANIELS-MIDLAND CO,34,Procesa productos agrícolas para producir una cartera diversa de ingredientes y soluciones que son fundamentales para la industria mundial de alimentos y bebidas.,,,4165,USD,SMART,STK,True,CL1
CMG,consumer and retail,food_and_drinks,US1696561059,CHIPOTLE MEXICAN GRILL INC,35,"Opera como una destacada cadena de restaurantes fast-casual, especializada en la preparación y servicio de alimentos y bebidas frescos y personalizables de inspiración mexicana a los consumidores.","Las operaciones de Chipotle se centran en gran medida en la industria de alimentos y bebidas, como lo demuestran las extensas discusiones sobre ingresos, costos y tendencias de ventas de alimentos y bebidas a lo largo de sus presentaciones y transcripciones. Los ingresos de la compañía se derivan principalmente de las ventas de alimentos y bebidas, con análisis detallados de los costos de los ingredientes, los aumentos de precios del menú y el impacto en la rentabilidad. Además, las métricas operativas clave, como los costos de alimentos, bebidas y empaques como porcentaje de los ingresos totales, se monitorean de cerca para evaluar el crecimiento del negocio y la efectividad de las estrategias de marketing y operativas, solidificando el enfoque de la compañía en este sector.","[{'name': 'cmg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmg-Q125-10-Q.html'}, {'name': 'cmg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmg-Q324-10-Q.html'}, {'name': 'cmg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cmg-FY24-10-K.html'}]",37655664,USD,SMART,STK,True,CL1
MNST,consumer and retail,food_and_drinks,US61174X1090,MONSTER BEVERAGE CORP,36,"Fabrica y comercializa una amplia gama de bebidas energéticas y otras bebidas, contribuyendo significativamente al segmento de bienes de consumo envasados de la industria de alimentos y bebidas.","Las operaciones de Monster Beverage Corporation están profundamente arraigadas en la industria de alimentos y bebidas, principalmente a través del desarrollo, marketing y distribución de una diversa gama de bebidas. La cartera de la empresa incluye bebidas energéticas bajo marcas como Monster Energy y NOS, así como cervezas artesanales, FMBs, seltzers duros y aguas sin gas y con gas, con una estrategia que incluye la expansión a nuevos sectores como el alcohol. Este enfoque se refleja en las ventas netas récord del cuarto trimestre de la empresa de $1.81 mil millones en 2024, lo que demuestra la importancia del sector de bebidas para su estrategia comercial general y su desempeño financiero.","[{'name': 'mnst-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mnst-FY24-10-K.html'}, {'name': 'mnst-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mnst-Q324-10-Q.html'}]",196986496,USD,SMART,STK,True,CL1
AMZN,consumer and retail,food_and_drinks,US0231351067,AMAZON.COM INC,37,"Opera una red integral de venta minorista y entrega de comestibles, incluidas tiendas físicas y servicios en línea, lo que influye significativamente en la distribución y accesibilidad de productos de alimentos y bebidas.","La participación de Amazon en el tema de Alimentos y Bebidas es evidente a través de la expansión de su Perishables Pilot, que permite a los clientes pedir productos perecederos para entrega el mismo día. Este servicio está experimentando una fuerte adopción por parte de los clientes y un uso repetido, con un porcentaje significativo de espectadores que compran perecederos por primera vez en Amazon. El crecimiento de los productos esenciales de uso diario, que representan una parte sustancial de las unidades vendidas, subraya aún más la participación de Amazon en este tema.",,3691937,USD,SMART,STK,True,CL1
SJM,consumer and retail,food_and_drinks,US8326964058,JM SMUCKER CO/THE,38,"Se enfoca en la fabricación y comercialización de una cartera diversa de productos alimenticios y de bebidas de marca para los mercados minorista, de servicios de alimentos y de alimentos para mascotas.","The J.M. Smucker Company mantiene una fuerte presencia en la industria de alimentos y bebidas, demostrada a través de su diversa cartera de marcas reconocidas como Folgers, Dunkin', Café Bustelo, Uncrustables, Smucker's, Jif y Hostess. La participación de la empresa se destaca aún más por sus operaciones en varios segmentos, que incluyen Café Minorista de EE. UU., Congelados Portátiles y Untables Minoristas de EE. UU., y Dulces Horneados. Actividades estratégicas, como la adquisición de Hostess Brands y la desinversión del negocio de condimentos de Canadá, subrayan el enfoque e inversión de la empresa en el sector de alimentos y bebidas.","[{'name': 'sjm-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sjm-FY25-10-K.html'}, {'name': 'sjm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sjm-Q225-10-Q.html'}, {'name': 'sjm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sjm-Q325-10-Q.html'}, {'name': 'sjm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sjm-Q125-10-Q.html'}]",15130038,USD,SMART,STK,True,CL1
WEN,consumer and retail,food_and_drinks,US95058W1009,WENDY'S CO/THE,39,"Opera una cadena mundial de restaurantes de servicio rápido especializada en la preparación y venta de una variedad de alimentos y bebidas, contribuyendo significativamente al sector de servicios de alimentos a través de su extenso menú y modelo de franquicia.","Wendy's participa fundamentalmente en la industria de Alimentos y Bebidas a través de su operación, desarrollo y franquicia de restaurantes de servicio rápido. El enfoque de la empresa en ofrecer alimentos frescos y de alta calidad es un pilar estratégico clave, ejemplificado por su compromiso de obtener aproximadamente el 95% de los ingredientes a nivel nacional y su continua innovación en el menú. Esto se ve respaldado además por el lanzamiento de campañas como los '100 días de verano' para ofrecer a los clientes más de sus alimentos frescos a través de la innovación central, la colaboración y las ofertas de valor, así como colaboraciones con marcas como Takis y OREO.","[{'name': 'wen-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wen-Q125-10-Q.html'}, {'name': 'wen-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wen-Q324-10-Q.html'}, {'name': 'wen-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wen-Q225-10-Q.html'}, {'name': 'wen-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wen-FY24-10-K.html'}]",90655688,USD,SMART,STK,True,CL1
DPZ,consumer and retail,food_and_drinks,US25754A2015,DOMINO'S PIZZA INC,40,Contribuye a la industria de alimentos y bebidas a través de sus operaciones globales en la preparación y entrega de pizzas y otros elementos del menú.,"Domino's opera en la industria de alimentos y bebidas, principalmente a través de sus ventas minoristas, regalías, tarifas y operaciones de la cadena de suministro relacionadas con los alimentos. La empresa ha estado vendiendo alimentos de calidad y asequibles desde 1960, y su compromiso con el valor, la conveniencia, la calidad y los nuevos productos mantiene a los consumidores interesados. Las tiendas Domino's elaboran y sirven alimentos de calidad a un precio competitivo, mejorados por innovaciones tecnológicas, con un enfoque en la entrega de alimentos deliciosos a través de nuevos productos como la pizza Parmesan Stuffed Crust.","[{'name': 'dpz-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q324-10-Q.html'}, {'name': 'dpz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q125-10-Q.html'}, {'name': 'dpz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dpz-Q225-10-Q.html'}]",29831612,USD,SMART,STK,True,CL1
AMCR,consumer and retail,food_and_drinks,JE00BJ1F3079,AMCOR PLC,41,"Proporciona soluciones de embalaje esenciales para la industria de alimentos y bebidas, lo que permite la conservación y distribución de productos.","La participación de Amcor en la industria de Alimentos y Bebidas es evidente a través de su amplia cartera de soluciones de envasado primario adaptadas para mercados de bienes de consumo. La empresa tiene como objetivo ser el 'socio de envasado preferido' dentro del mercado de bienes de consumo, que incluye alimentos y bebidas. El negocio norteamericano de Amcor atiende categorías como las isotónicas y el té listo para beber, con un crecimiento observado en comidas preparadas, café premium, lácteos, carne y líquidos. Si bien enfrenta cierta debilidad en la demanda de bebidas en América del Norte, Amcor experimenta un crecimiento en volumen en varias categorías importantes, incluida la de proteínas.",,364845429,USD,SMART,STK,True,CL1
ARCO,consumer and retail,food_and_drinks,VGG0457F1071,ARCOS DORADOS HOLDINGS INC-A,42,"Opera como el franquiciado de McDonald's más grande a nivel mundial, impulsando el segmento de restaurantes de servicio rápido dentro de la industria de Alimentos y Bebidas en América Latina y el Caribe.","El negocio de Arcos Dorados se centra en la industria de alimentos y bebidas, con un enfoque en la innovación del menú y la experiencia del cliente. La estrategia de la compañía implica ofrecer una experiencia omnicanal para que los clientes disfruten de sus elementos de menú favoritos de McDonald's, y la innovación del menú incluye nuevos sabores de edición limitada del sándwich McChicken, un relanzamiento del popular sándwich McFish, una plataforma promocional centrada en días de semana y algunos nuevos sabores de postre para deleitar a los clientes. La compañía se enfoca en brindar a los clientes una experiencia omnicanal, permitiéndoles elegir cuándo, dónde y cómo disfrutan de sus elementos de menú favoritos de McDonald's.",,86766101,USD,SMART,STK,False,CL1
ACI,consumer and retail,food_and_drinks,US0130911037,ALBERTSONS COS INC - CLASS A,43,"Opera una extensa red de tiendas minoristas que ofrecen una amplia variedad de productos de alimentos y bebidas a los consumidores, sirviendo como un distribuidor clave dentro de la industria.","La importante presencia de Albertsons en la industria de alimentos y bebidas es evidente a través de su operación como uno de los minoristas de alimentos más grandes de los Estados Unidos, con más de 2.264 tiendas en numerosos estados. La empresa opera más de 20 marcas conocidas, incluidas Albertsons, Safeway y Vons, y emplea a aproximadamente 285.000 personas que atienden a millones de clientes semanalmente. Además, Albertsons reconoce el impacto de las fluctuaciones de los precios de los alimentos y el costo de los bienes en sus operaciones, lo que destaca la importancia de la industria de alimentos y bebidas para su negocio.","[{'name': 'aci-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aci-Q224-10-Q.html'}, {'name': 'aci-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aci-Q324-10-Q.html'}, {'name': 'aci-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aci-Q125-10-Q.html'}]",429435235,USD,SMART,STK,True,CL1
CAG,consumer and retail,food_and_drinks,US2058871029,CONAGRA BRANDS INC,44,"Fabrica y comercializa una cartera diversa de productos alimenticios de marca en varias categorías, sirviendo a consumidores en canales minoristas y de servicio de alimentos.","Conagra Brands se identifica como una de las principales compañías de alimentos de marca de América del Norte, ofreciendo una amplia gama de productos que evolucionan continuamente para satisfacer las preferencias de los consumidores. La participación de la compañía en el tema de Alimentos y Bebidas es evidente a través de su operación en múltiples segmentos, incluyendo Grocery & Snacks, Refrigerated & Frozen, International y Foodservice, todos dedicados a la producción, distribución y venta de productos de alimentos y bebidas. Además, las llamadas de resultados y las presentaciones discuten extensamente varios productos de alimentos y bebidas, cambios en el comportamiento del consumidor y la importancia de la innovación y las promociones dentro del sector alimentario, lo que demuestra un enfoque significativo en mantener su posición en la industria.","[{'name': 'cag-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cag-Q225-10-Q.html'}, {'name': 'cag-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cag-Q325-10-Q.html'}, {'name': 'cag-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cag-Q125-10-Q.html'}]",5402,USD,SMART,STK,True,CL1
DASH,consumer and retail,food_and_drinks,US25809K1051,DOORDASH INC - A,45,"Facilita la entrega de comidas, comestibles y otros artículos de alimentos y bebidas de una amplia red de restaurantes y tiendas directamente a los consumidores.","El enfoque de DoorDash en la industria de Alimentos y Bebidas se ve subrayado por su reconocimiento de la comida como la categoría más resiliente y codiciada para el consumo conveniente, una actividad que se realiza varias veces al día. La empresa ve una oportunidad sustancial de crecimiento en el consumo de alimentos, a pesar de que ya experimenta un aumento acelerado en el volumen de pedidos año tras año. Con un gran equipo dedicado a la alimentación, DoorDash reconoce que actualmente solo captura un porcentaje de un solo dígito de las ocasiones totales de consumo de alimentos, lo que indica una importante vía de expansión.",,459309417,USD,SMART,STK,True,CL1
MIDD,consumer and retail,food_and_drinks,US5962781010,MIDDLEBY CORP,46,"Proporciona una amplia gama de equipos de cocina comercial y soluciones de procesamiento de alimentos esenciales para la preparación, cocción y servicio de alimentos y bebidas en diversos sectores.","La participación de Middleby en la industria de Alimentos y Bebidas es evidente a través de su Grupo de Equipos de Servicio de Alimentos Comerciales y su Grupo de Equipos de Procesamiento de Alimentos, que proporcionan equipos y soluciones esenciales. El énfasis estratégico de la empresa en este sector se ve aún más resaltado por la escisión planificada de su negocio de Procesamiento de Alimentos. Además, la expansión de Middleby a mercados adyacentes como el hielo y las bebidas y su éxito en el sector de servicio de alimentos comercial, impulsado por inversiones en su plataforma de hielo y bebidas, subrayan el compromiso de la empresa con el tema de Alimentos y Bebidas.","[{'name': 'midd-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/midd-Q125-10-Q.html'}, {'name': 'midd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/midd-FY24-10-K.html'}, {'name': 'midd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/midd-Q324-10-Q.html'}]",4814876,USD,SMART,STK,True,CL1
IFF,consumer and retail,food_and_drinks,US4595061015,INTL FLAVORS & FRAGRANCES,47,Desarrolla y suministra una diversa gama de sabores e ingredientes que realzan el sabor y el atractivo de diversos productos de alimentos y bebidas a nivel mundial.,"El compromiso de IFF con la industria de alimentos y bebidas es evidente a través de su posición como creador y fabricante líder de productos y soluciones relacionados. El segmento Nourish de la empresa proporciona una amplia gama de ingredientes de origen natural que mejoran el valor nutricional, la textura y la funcionalidad de diversas aplicaciones de alimentos y bebidas, incluidas las de los sectores de bebidas, lácteos, panadería y confitería. Además, IFF ha ampliado su liderazgo mundial para incluir ingredientes y soluciones de alto valor dentro del mercado de alimentos y bebidas, solidificando su papel en este espacio. La cartera de la empresa se basa en mercados finales resilientes, en particular los de alimentos y bebidas.","[{'name': 'iff-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/iff-FY24-10-K.html'}, {'name': 'iff-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iff-Q125-10-Q.html'}, {'name': 'iff-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iff-Q225-10-Q.html'}, {'name': 'iff-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iff-Q324-10-Q.html'}]",8385,USD,SMART,STK,True,CL1
DRI,consumer and retail,food_and_drinks,US2371941053,DARDEN RESTAURANTS INC,48,"Opera numerosas marcas de restaurantes, contribuyendo directamente y dando forma a la industria de alimentos y bebidas a través de diversas ofertas culinarias y experiencias gastronómicas.","Las operaciones de Darden Restaurants están profundamente entrelazadas con la industria de Alimentos y Bebidas, como lo demuestra la extensa discusión sobre el rendimiento de sus marcas de restaurantes, la innovación culinaria y el servicio al cliente. El rendimiento financiero de la empresa está directamente relacionado con los costos de alimentos y bebidas, que se destacan consistentemente como una parte significativa de sus gastos generales, afectando los márgenes de beneficio del segmento. Con una fuerza laboral sustancial y un enfoque en la ejecución culinaria, el compromiso de Darden con los alimentos y las bebidas es un elemento central de su estrategia comercial, como lo demuestra el desglose detallado de los costos y su influencia en las ventas y la rentabilidad.","[{'name': 'dri-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dri-Q125-10-Q.html'}, {'name': 'dri-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dri-Q325-10-Q.html'}, {'name': 'dri-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dri-Q225-10-Q.html'}, {'name': 'dri-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dri-FY25-10-K.html'}]",661440,USD,SMART,STK,True,CL1
ARMK,consumer and retail,food_and_drinks,US03852U1060,ARAMARK,49,"Ofrece servicios de alimentos y bebidas gestionados, que incluyen catering, operaciones de comedor y soluciones de refrigerios, a instituciones de los sectores educativo, sanitario, empresarial y de ocio.","El negocio de Aramark está significativamente entrelazado con la industria de Alimentos y Bebidas, ya que la empresa se identifica como un proveedor global líder de servicios de alimentos e instalaciones para diversos sectores, incluyendo educación, atención médica, negocios e industria, y deportes, ocio y correccionales. Esto se evidencia aún más en el hecho de que la empresa atiende a millones de consumidores en todo el mundo a través de estas asociaciones. Los costos de alimentos y servicios de apoyo son un componente notable de sus gastos generales, lo que representa un porcentaje sustancial del costo de los servicios prestados.","[{'name': 'armk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/armk-FY24-10-K.html'}, {'name': 'armk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/armk-Q125-10-Q.html'}, {'name': 'armk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/armk-Q225-10-Q.html'}, {'name': 'armk-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/armk-Q325-10-Q.html'}]",139816149,USD,SMART,STK,True,CL1
GPK,consumer and retail,food_and_drinks,US3886891015,GRAPHIC PACKAGING HOLDING CO,50,"Ofrece soluciones de embalaje diseñadas específicamente para la industria de alimentos y bebidas, apoyando la integridad del producto y la presentación en el mercado.","Graphic Packaging atiende a una diversa gama de mercados de consumo, destacando prominentemente el sector de alimentos y bebidas. Los segmentos de Envases de Cartón de América e Internacional de la empresa atienden a empresas de bienes de consumo envasados dentro de estos mercados. Notablemente, los alimentos representan una parte sustancial de las ventas de Graphic Packaging, aproximadamente el 38% de las ventas de envases, con los servicios de alimentos contribuyendo con otro 21%.","[{'name': 'gpk-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gpk-Q125-10-Q.html'}, {'name': 'gpk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gpk-Q225-10-Q.html'}, {'name': 'gpk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gpk-FY24-10-K.html'}]",49476732,USD,SMART,STK,True,CL1
SXT,consumer and retail,food_and_drinks,US81725T1007,SENSIENT TECHNOLOGIES CORP,51,"Proporciona colores, sabores y fragancias especializados que son ingredientes esenciales para una amplia gama de productos de alimentos y bebidas, mejorando su atractivo y características.","Sensient Technologies es un fabricante global de colores, sabores e ingredientes especiales, con un enfoque significativo en la industria de alimentos y bebidas. La empresa desarrolla sistemas especializados de alimentos y bebidas, utilizando tecnologías avanzadas para atender a este sector. Un impulsor clave del compromiso de Sensient es la creciente preferencia de los consumidores por los colores naturales en alimentos y bebidas, lo que genera una importante oportunidad de ingresos a medida que las empresas pasan de colores sintéticos a naturales. Sensient apoya a numerosas marcas en esta transición con su innovadora cartera de productos, particularmente en los Estados Unidos, donde los cambios regulatorios están acelerando el cambio hacia colores naturales.","[{'name': 'sxt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sxt-FY24-10-K.html'}]",13186,USD,SMART,STK,True,CL1
CALM,consumer and retail,food_and_drinks,US1280302027,CAL-MAINE FOODS INC,52,"Opera como productor y distribuidor principal de huevos de cáscara, contribuyendo significativamente a la cadena de suministro de alimentos dentro de la industria de alimentos y bebidas en general.","Cal-Maine Foods está profundamente arraigada en la industria de alimentos y bebidas, centrándose en la producción, procesamiento, distribución y venta minorista de productos alimenticios, particularmente huevos frescos, productos de huevo y alimentos preparados. Las operaciones de la compañía abarcan todos los aspectos de la producción de huevos, desde huevos frescos hasta alimentos preparados como wraps de huevo y panqueques de proteínas. Como el mayor productor y distribuidor de huevos frescos en los Estados Unidos, Cal-Maine Foods tiene como objetivo ser un proveedor sostenible y confiable de productos de huevo de alta calidad.",,4727574,USD,SMART,STK,True,CL1
ABT,consumer and retail,food_and_drinks,US0028241000,ABBOTT LABORATORIES .,53,"Proporciona una cartera diversa de productos nutricionales, que incluyen nutrición pediátrica, para adultos y médica especializada, contribuyendo significativamente a la salud y el bienestar dentro del sector de alimentos y bebidas.","Abbott participa en la industria de alimentos y bebidas a través de su segmento de Productos Nutricionales, que incluye productos de nutrición pediátrica y para adultos como Ensure y Glucerna. El compromiso de la compañía se evidencia en las discusiones sobre el crecimiento de las ventas, la recuperación de la cuota de mercado y el impacto de los aumentos de precios dentro de este segmento. Además, la participación de Abbott se extiende al negocio de fórmulas infantiles de EE. UU., incluida la gestión de una retirada voluntaria de ciertos productos, y la atención a los consumidores que buscan una nutrición completa y equilibrada, en particular aquellos centrados en dietas ricas en proteínas y el control de la diabetes.","[{'name': 'abt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abt-FY24-10-K.html'}]",4065,USD,SMART,STK,True,CL1
