industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
energy and utilities,energy_solutions,US65290E1010,NEXTPOWER INC-CL A,39,"Desarrolla y ofrece sistemas inteligentes de seguimiento solar que mejoran la eficiencia y la producción de la generación de energía solar, apoyando directamente la expansión de las soluciones energéticas.","La participación de Nextracker en Soluciones Energéticas es evidente en su cambio estratégico hacia convertirse en un proveedor integral de plataformas de tecnología de energía solar, destacado por la adquisición de Bentek Corporation. La empresa se centra en crear una plataforma completa de energía solar escalando nuevos productos y servicios en su huella global de rastreadores, con el objetivo de mejorar la construcción, el rendimiento y la confiabilidad a largo plazo de las plantas de energía solar. Además, Nextracker se dedica a mejorar el rendimiento del sistema y reducir los costos dentro de la industria de la energía solar, al tiempo que aborda las necesidades de los propietarios en el sector de seguros.",613058308,USD,NXT,SMART,STK,True,"[{'name': 'nxt-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nxt-Q126-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US86771W1053,SUNRUN INC,40,"Proporciona soluciones integrales de energía solar residencial, que incluyen diseño, instalación, financiación y mantenimiento de paneles solares y sistemas de almacenamiento de baterías, contribuyendo a la independencia energética sostenible del hogar.","Sunrun se enfoca en proporcionar soluciones de energía a los hogares, como lo demuestra su objetivo de ser la empresa de referencia para la electrificación del hogar limpia y confiable. Los productos y soluciones innovadores de la empresa están diseñados para proporcionar a los hogares seguridad energética, previsibilidad y mayor independencia. Sus ofertas, incluido el nuevo producto Sunrun Flex, permiten a los clientes utilizar más electricidad a una tarifa fija y asequible, satisfaciendo sus crecientes necesidades energéticas y promoviendo la electrificación.",202225016,USD,RUN,SMART,STK,True,"[{'name': 'run-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/run-Q225-10-Q.html'}, {'name': 'run-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/run-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US0236081024,AMEREN CORP,41,"Se enfoca en ofrecer soluciones energéticas integrales a los clientes, abarcando la modernización de la red, la integración de energías renovables e iniciativas de eficiencia energética.","El enfoque de Ameren en soluciones energéticas es evidente en sus inversiones estratégicas destinadas a desarrollar y ofrecer fuentes de energía más limpias, mejorar la confiabilidad del servicio y empoderar a los clientes con un mayor control sobre su uso de energía. Este compromiso se demuestra aún más a través del plan MEEIA de Ameren Missouri, que abarca una variedad de programas de eficiencia energética y respuesta a la demanda para clientes. La participación proactiva de la compañía en marcos regulatorios también apoya las inversiones en sus segmentos de negocio, asegurando la recuperación oportuna de costos y beneficios tanto para los clientes como para los accionistas, junto con la implementación de planes de eficiencia energética para clientes.",13181,USD,AEE,SMART,STK,True,"[{'name': 'aee-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aee-Q324-10-Q.html'}, {'name': 'aee-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aee-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US98389B1008,XCEL ENERGY INC,42,"Implica la provisión de soluciones energéticas integrales a los clientes, centrándose en la mejora de la eficiencia energética y la integración de prácticas energéticas sostenibles.",,10517,USD,XEL,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US67079K1007,NUSCALE POWER CORP,43,"Desarrolla tecnología de reactor modular pequeño (SMR) para proporcionar soluciones de energía limpia y libre de carbono para diversas aplicaciones, incluida la generación de energía, procesos industriales y desalinización de agua.",,559289446,USD,SMR,SMART,STK,False,,EN5
energy and utilities,energy_solutions,US30040W1080,EVERSOURCE ENERGY,44,"Ofrece una gama de soluciones energéticas, incluidas iniciativas de eficiencia energética y la integración de recursos renovables, para optimizar el consumo de energía y mejorar la sostenibilidad de la red para sus clientes.",,182880167,USD,ES,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US3434121022,FLUOR CORP,45,"Proporciona servicios integrales de ingeniería, adquisición y construcción para una amplia gama de proyectos energéticos, incluidas tecnologías de energía tradicionales y nuevas, contribuyendo al desarrollo de energía sostenible.","El compromiso de Fluor con las Soluciones Energéticas se demuestra a través de su segmento dedicado 'Soluciones Energéticas', que genera ingresos sustanciales. Las actividades de la empresa incluyen oportunidades de energía, inversiones en energía nuclear y generación de energía a gas, con proyectos en curso como un proyecto químico en Canadá y un proyecto de baterías en Polonia. Si bien el segmento experimenta fluctuaciones debido a la finalización de proyectos y otros factores, sigue siendo una parte importante de la estrategia comercial general de Fluor.",11218575,USD,FLR,SMART,STK,True,"[{'name': 'flr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flr-Q324-10-Q.html'}, {'name': 'flr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/flr-FY24-10-K.html'}, {'name': 'flr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flr-Q125-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US6293775085,NRG ENERGY INC,46,"Proporciona soluciones energéticas esenciales a una amplia base de clientes, que abarcan la generación de energía, los servicios minoristas de electricidad y las ofertas de gestión de energía.","NRG enfatiza su posición como una empresa líder en energía y hogares inteligentes, que ofrece soluciones de gas, electricidad y hogares inteligentes a una base de clientes sustancial de aproximadamente 8 millones de clientes residenciales, junto con clientes comerciales, industriales, hiperscalares y mayoristas. La estrategia de la empresa se centra en maximizar el valor para los accionistas liderando la convergencia de la energía y la automatización inteligente, ofreciendo productos de energía diferenciados y servicios de hogar inteligente a través de características innovadoras, plataformas integradas e iniciativas de sostenibilidad. Este compromiso se demuestra aún más con proyectos como el proyecto Greens Bayou, elegido bajo el proceso de debida diligencia de TEF, y la entrega de soluciones innovadoras y sostenibles en EE. UU. y Canadá bajo diversas marcas, lo que destaca la dedicación de NRG a redefinir la experiencia del cliente con la energía.",10188791,USD,NRG,SMART,STK,True,"[{'name': 'nrg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nrg-FY24-10-K.html'}, {'name': 'nrg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nrg-Q125-10-Q.html'}, {'name': 'nrg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nrg-Q324-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US4657411066,ITRON INC,47,"Ofrece soluciones de gestión de redes inteligentes y de recursos que permiten a las empresas de servicios públicos mejorar la eficiencia energética, optimizar las operaciones y promover iniciativas de energía sostenible.","La participación de Itron en Soluciones Energéticas es evidente a través de su provisión de soluciones integrales y análisis de datos adaptados para abordar los desafíos únicos del sector energético, incluyendo la creciente demanda de recursos, la detección de fugas y el cumplimiento normativo. Las ofertas de la compañía incluyen redes inteligentes, software, servicios, dispositivos, sensores y análisis de datos diseñados para permitir a las empresas de servicios públicos operar su infraestructura crítica de manera segura y confiable, gestionar activos, asegurar ingresos y reducir los costos operativos. Itron apoya proyectos de modernización de la red y proporciona soluciones relacionadas con la eficiencia energética, la reducción de picos de demanda y la respuesta a la demanda, demostrando un enfoque en abordar las necesidades críticas en la gestión de la energía.",270760,USD,ITRI,SMART,STK,True,"[{'name': 'itri-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/itri-FY24-10-K.html'}, {'name': 'itri-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/itri-Q324-10-Q.html'}, {'name': 'itri-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/itri-Q125-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US1258961002,CMS ENERGY CORP,48,"Ofrece una gama de soluciones energéticas destinadas a mejorar la eficiencia, promover la sostenibilidad y satisfacer las cambiantes necesidades energéticas de sus clientes.","CMS Energy está significativamente involucrada en soluciones energéticas, como lo demuestra el plan de Consumers de invertir $14.8 mil millones durante cinco años para mejorar los sistemas de distribución eléctrica y la infraestructura de gas, con el objetivo de mejorar la seguridad y la confiabilidad al tiempo que se reduce el desperdicio de energía. Esto se alinea con el propósito de CMS Energy de proporcionar energía segura, confiable, asequible, limpia y equitativa, así como su estrategia para reemplazar la generación de energía a carbón con fuentes de energía renovable e implementar programas de reducción del desperdicio de energía. El Plan de Energía Limpia de Consumers detalla aún más la estrategia de la empresa para satisfacer las necesidades energéticas a largo plazo, lo que refleja un compromiso con las inversiones impulsadas por el cliente y las medidas de control de costos.",5840,USD,CMS,SMART,STK,True,"[{'name': 'cms-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cms-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US7445731067,PUBLIC SERVICE ENTERPRISE GP,49,Contribuye al avance de las Soluciones Energéticas a través de sus operaciones comerciales en curso.,,11005,USD,PEG,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US46982L1089,JACOBS SOLUTIONS INC,50,"Proporciona servicios integrales de ingeniería, consultoría y gestión de proyectos para infraestructura energética, incluida la generación de energía tradicional, el desarrollo de energía renovable y las iniciativas de transición energética.",,582332987,USD,J,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US69351T1060,PPL CORPORATION,51,"Se enfoca en el suministro de electricidad y gas natural confiables, al tiempo que invierte en la modernización de la red e iniciativas de energía sostenible para satisfacer las necesidades cambiantes de los clientes y mejorar la eficiencia energética.","La participación de PPL en Soluciones Energéticas es evidente en sus esfuerzos por mejorar la fiabilidad y la resiliencia de las redes eléctricas y de gas, junto con inversiones en mezclas de energía más limpias. La empresa se enfoca en incorporar nuevas tecnologías, incluida la IA, para ofrecer mejores resultados para los clientes y accionistas, al tiempo que se compromete con las partes interesadas clave para fortalecer la adecuación de los recursos y promover el desarrollo económico. Estas iniciativas se persiguen sin comprometer la seguridad, la asequibilidad y la fiabilidad, lo que refleja el compromiso de la empresa con las mejoras de infraestructura y una mezcla de energía más limpia.",661547,USD,PPL,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US1270971039,COTERRA ENERGY INC,52,"Suministra recursos energéticos fundamentales, principalmente gas natural y petróleo, que son integrales para el desarrollo e implementación de diversas soluciones energéticas.",,5946,USD,CTRA,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US48242W1062,KBR INC,53,"Proporciona una gama de servicios de ingeniería, adquisición y construcción que apoyan el desarrollo y la optimización de infraestructura y soluciones energéticas a nivel mundial.","KBR demuestra su compromiso con las Soluciones Energéticas a través de varias iniciativas clave. La empresa está trabajando con TerraPower para ofrecer Soluciones Energéticas escalables y rentables a nivel mundial, alineándose con las tendencias en seguridad nacional y energética global, sostenibilidad y digitalización. KBR aporta su experiencia en la ingeniería de sistemas complejos y la entrega de proyectos de capital a gran escala, incluido un proyecto de reactor modular pequeño en Wyoming, con despliegues adicionales previstos hasta la década de 2030. Además, los clientes de KBR se centran en resolver el trilema energético invirtiendo en soluciones digitales para optimizar las operaciones, aumentar la eficiencia energética, reducir el tiempo de inactividad no planificado y minimizar la huella ambiental, lo que KBR aborda a través de sus soluciones tecnológicas y de ingeniería.",41552939,USD,KBR,SMART,STK,True,"[{'name': 'kbr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q324-10-Q.html'}, {'name': 'kbr-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kbr-Q224-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US30034W1062,EVERGY INC,54,Opera en el ámbito de Soluciones Energéticas.,"La participación de Evergy en Soluciones Energéticas se refleja en sus inversiones en empresas de energía limpia y soluciones energéticas en etapa inicial, aunque estas inversiones han resultado en pérdidas no realizadas y por deterioro, lo que contribuye a una disminución en el ingreso neto. La empresa ha iniciado un proceso para deshacerse de estas inversiones, lo que sugiere un cambio en el enfoque estratégico. Si bien las pérdidas de estas inversiones se señalan como factores que afectan el ingreso neto, su impacto general es relativamente pequeño.",320106069,USD,EVRG,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US7739031091,ROCKWELL AUTOMATION INC,55,"Proporciona soluciones de automatización, control e información que optimizan la producción, distribución y consumo de energía en diversas aplicaciones industriales y de servicios públicos.",,11697,USD,ROK,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US34379V1035,FLUENCE ENERGY INC,56,"Se centra en la entrega de productos y servicios avanzados de almacenamiento de energía, contribuyendo a la modernización y descarbonización de las redes energéticas a nivel mundial.","Fluence enfatiza su papel en el sector de soluciones energéticas a través de su desarrollo e innovación en soluciones de almacenamiento de energía y ofertas de software digital, diseñadas explícitamente para resolver los desafíos energéticos de los clientes. La empresa se enfoca en expandir su negocio con ofertas estandarizadas optimizadas para canales de venta y se mueve hacia una estructura organizativa localizada para apoyar mejor a los clientes, mejorar la logística y aumentar el enfoque en el mercado. Fluence tiene como objetivo capitalizar el mercado de almacenamiento de baterías a escala de servicios públicos al ofrecer soluciones que abordan las complejas necesidades del panorama energético en transformación.",523222620,USD,FLNC,SMART,STK,False,"[{'name': 'flnc-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flnc-Q325-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US82489W1071,SHOALS TECHNOLOGIES GROUP -A,57,"Desarrolla y suministra soluciones de balance eléctrico del sistema (EBOS) esenciales para la operación eficiente y confiable de instalaciones de energía solar, impulsando así soluciones de energía renovable.","La participación de la empresa en el tema de Soluciones Energéticas es evidente a través de su provisión de soluciones y componentes de balance eléctrico de sistemas (EBOS), incluidas soluciones de almacenamiento de energía con baterías (BESS) y componentes de Fabricante de Equipo Original (OEM), para el mercado global de transición energética. Sus ofertas abarcan una variedad de productos utilizados por las industrias solar y de almacenamiento de baterías, incluidas Soluciones Solares BLA, Homeruns, Soluciones de Interconexión y Extensión, y Monitoreo de Rendimiento Inalámbrico. Además, la empresa trabaja con los clientes para diseñar y desarrollar soluciones EBOS personalizadas destinadas a maximizar la confiabilidad y la producción de energía, al tiempo que minimiza los costos.",467911567,USD,SHLS,SMART,STK,False,"[{'name': 'shls-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/shls-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US53115L1044,LIBERTY ENERGY INC,58,Proporciona servicios esenciales y tecnologías avanzadas que mejoran la eficiencia y las capacidades operativas dentro del sector de producción y entrega de energía.,"Liberty Energy está fuertemente involucrada en soluciones energéticas a través de sus servicios de fracturación hidráulica y tecnologías dirigidas a compleciones de bajas emisiones. El compromiso de la empresa es evidente a través del lanzamiento de Liberty Power Innovations (LPI), un proveedor integrado de soluciones de combustible y energía alternativos, y la adquisición de IMG Energy Solutions, un desarrollador de sistemas de energía distribuida. Además, Liberty Energy ofrece una gama de servicios complementarios, que incluyen entrega de GNC, procesamiento de gas de campo y análisis de datos, todo lo cual contribuye a reducir el perfil de emisiones de los clientes.",302202060,USD,LBRT,SMART,STK,True,"[{'name': 'lbrt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lbrt-Q225-10-Q.html'}, {'name': 'lbrt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lbrt-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US0937121079,BLOOM ENERGY CORP- A,59,"Desarrolla e implementa plataformas de celdas de combustible de óxido sólido, proporcionando soluciones de energía limpia y resiliente para una variedad de aplicaciones.","Bloom Energy está profundamente involucrada en la provisión de soluciones energéticas, posicionándose como un actor clave en la resolución de los desafíos del mercado energético y apoyando la transición energética global hacia un entorno de cero emisiones netas. La empresa suministra electricidad in situ para operaciones críticas y ofrece soluciones flexibles de combustible diseñadas para proporcionar energía predecible en costos, resiliente y confiable. Las soluciones de Bloom ayudan a las organizaciones a obtener energía confiable y con menores emisiones, apoyando los objetivos de cero emisiones netas, y sus sistemas Energy Server están siendo explorados por las empresas de servicios públicos como medios alternativos de producción y suministro de energía.",326398514,USD,BE,SMART,STK,False,"[{'name': 'be-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/be-Q225-10-Q.html'}, {'name': 'be-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/be-Q125-10-Q.html'}, {'name': 'be-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/be-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US25278X1090,DIAMONDBACK ENERGY INC,60,"Contribuye a las soluciones energéticas globales mediante la exploración y producción de petróleo crudo, gas natural y líquidos de gas natural.",,115441080,USD,FANG,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US5370081045,LITTELFUSE INC,61,Proporciona soluciones que son integrales para el avance y la operación de la industria de Soluciones Energéticas.,"Littelfuse demuestra su compromiso con las Soluciones Energéticas a través de su desarrollo de soluciones inteligentes centradas en la transferencia segura y eficiente de energía eléctrica. Los productos de la empresa se utilizan en aplicaciones de energía renovable y almacenamiento de energía, HVAC, automatización de fábricas y seguridad industrial, variadores de motor industriales y conversión de energía, e infraestructura de carga de vehículos eléctricos. Además, Littelfuse colabora con clientes estratégicos para diseñar y fabricar soluciones innovadoras y confiables que potencian un mundo sostenible, conectado y más seguro en varios mercados que dependen de la energía eléctrica, así como la adquisición de empresas como Western Automation, que opera en dispositivos de protección contra descargas eléctricas utilizados en una amplia gama de mercados finales de alto crecimiento, incluida la infraestructura de carga externa de e-Mobility, la seguridad industrial y las energías renovables.",271184,USD,LFUS,SMART,STK,True,"[{'name': 'lfus-FY23-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lfus-FY23-10-K.html'}]",EN5
energy and utilities,energy_solutions,US2358252052,DANA INC,62,Desarrolla y proporciona tecnologías que contribuyen a la utilización eficiente de la energía y a las aplicaciones de energía alternativa en diversas industrias.,"La participación de Dana en el tema de Soluciones Energéticas es evidente a través de su provisión de soluciones de gestión de energía para vehículos de carretera, un aspecto clave de su negocio. Esto está respaldado por la cartera de la empresa, que mejora la eficiencia, el rendimiento y la sostenibilidad de los vehículos ligeros y comerciales a través de tecnologías de gestión térmica y soluciones digitales. Como líder mundial en soluciones de transmisión de potencia y gestión de energía, el compromiso de Dana con esta área es un aspecto fundamental de sus operaciones.",49260419,USD,DAN,SMART,STK,True,"[{'name': 'dan-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dan-Q225-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US04271T1007,ARRAY TECHNOLOGIES INC,63,"Proporciona sistemas de seguimiento solar que optimizan la generación de energía para proyectos a escala de servicios públicos y comerciales, contribuyendo a soluciones energéticas eficientes y rentables.",,450042702,USD,ARRY,SMART,STK,False,,EN5
energy and utilities,energy_solutions,US29415C1018,EOS ENERGY ENTERPRISES INC,64,Se enfoca en proporcionar soluciones innovadoras destinadas a abordar diversos desafíos energéticos y optimizar los sistemas energéticos.,,455592457,USD,EOSE,SMART,STK,False,,EN5
energy and utilities,energy_solutions,US18539C2044,CLEARWAY ENERGY INC-C,65,Se enfoca en proporcionar soluciones energéticas integrales en varios segmentos de la industria energética.,,332126693,USD,CWEN,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US7010941042,PARKER HANNIFIN CORP,66,"Proporciona tecnologías de movimiento y control esenciales para diversas aplicaciones dentro del sector energético, contribuyendo a la eficiencia y el rendimiento en la generación de energía, petróleo y gas, y sistemas de energía renovable.","La participación de la empresa en Soluciones Energéticas es evidente a través de su diseño, fabricación y soporte posventa de soluciones de ingeniería para el mercado energético. La empresa se enfoca en oportunidades de negocio en el sector energético y tiene como objetivo permitir un futuro sostenible proporcionando soluciones tecnológicas innovadoras que ofrezcan un impacto ambiental global positivo al reducir el uso de energía y las emisiones. Si bien la energía se identifica como uno de sus mercados principales, la disminución de las ventas en el Segmento Industrial Diversificado debido a una menor demanda de los usuarios finales en los mercados energéticos modera la exposición general.",11094,USD,PH,SMART,STK,True,"[{'name': 'ph-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ph-Q225-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US0188021085,ALLIANT ENERGY CORP,67,Proporciona servicios y soluciones energéticas esenciales para satisfacer las diversas necesidades de sus clientes.,"Alliant Energy demuestra un compromiso con las soluciones energéticas a través de su misión de ofrecer energía asequible, segura, confiable y sostenible a sus clientes. Este compromiso se ve reforzado por inversiones centradas en el cliente destinadas a mejorar la confiabilidad, la resiliencia y la sostenibilidad de las soluciones energéticas. La estrategia de Alliant Energy implica expandir el uso de electricidad y gas promoviendo la electrificación y apoyando el desarrollo económico dentro de sus territorios de servicio, al tiempo que se enfoca en brindar valor al cliente a través de inversiones inteligentes y costos operativos controlados. El enfoque de la empresa incluye el apoyo al desarrollo y crecimiento económico, junto con una estrategia integral en nuevos recursos de generación, lo que demuestra un enfoque integral para las soluciones energéticas.",5026984,USD,LNT,SMART,STK,True,"[{'name': 'lnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lnt-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US0921131092,BLACK HILLS CORP,68,Se dedica a proporcionar soluciones energéticas.,"Black Hills Corporation se identifica como un proveedor de soluciones energéticas centrado en el cliente con la misión de mejorar la vida con energía para más de 1.3 millones de clientes en más de 800 comunidades. Las iniciativas estratégicas de la compañía incluyen el crecimiento de su negocio a través de soluciones energéticas innovadoras con nuevos clientes y asociaciones, con la aspiración de ser el socio energético de confianza en su creciente huella de ocho estados. Si bien la compañía se identifica como un proveedor de soluciones energéticas, no hay datos explícitos de contribución de ingresos vinculados a soluciones energéticas. La compañía explora oportunidades como proveedor de soluciones energéticas a través de soluciones energéticas innovadoras con nuevos clientes y asociaciones.",5022,USD,BKH,SMART,STK,True,"[{'name': 'bkh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkh-Q324-10-Q.html'}, {'name': 'bkh-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkh-Q225-10-Q.html'}, {'name': 'bkh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bkh-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US4198701009,HAWAIIAN ELECTRIC INDS,69,"Proporciona soluciones energéticas esenciales a través de sus operaciones en generación, transmisión y distribución de electricidad.",,7947,USD,HE,SMART,STK,False,,EN5
energy and utilities,energy_solutions,US3379321074,FIRSTENERGY CORP,70,Proporciona soluciones energéticas destinadas a satisfacer las demandas de los clientes y mejorar la fiabilidad del sistema en sus territorios de servicio.,,3265376,USD,FE,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US8318652091,SMITH (A.O.) CORP,71,"Ofrece soluciones de calentamiento y tratamiento de agua energéticamente eficientes, lo que contribuye a la reducción del consumo de energía y a prácticas sostenibles en los sectores residencial y comercial.",,12225,USD,AOS,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US4435106079,HUBBELL INC,72,"Suministra una gama de productos eléctricos y electrónicos que apoyan la eficiencia energética, optimizan la entrega de energía y habilitan la infraestructura para soluciones energéticas.","El compromiso de Hubbell con las Soluciones Energéticas es evidente en su provisión de soluciones eléctricas y de servicios públicos diseñadas para permitir a los clientes operar infraestructura crítica de manera confiable y eficiente. El enfoque de la empresa se extiende a empoderar y energizar comunidades a través de soluciones innovadoras que apoyan la infraestructura energética en varios segmentos, incluyendo ""In Front of the Meter"", ""on The Edge"" y ""Behind the Meter"". Además, la inversión de Hubbell de $180.4 millones en gastos de capital para la optimización de huella, automatización e iniciativas de productividad subraya su compromiso con la mejora de la infraestructura energética.",216386790,USD,HUBB,SMART,STK,True,"[{'name': 'hubb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hubb-FY24-10-K.html'}, {'name': 'hubb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hubb-Q225-10-Q.html'}, {'name': 'hubb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hubb-Q324-10-Q.html'}]",EN5
energy and utilities,energy_solutions,US0003602069,AAON INC,73,Desarrolla y fabrica sistemas HVAC de alta eficiencia que contribuyen al ahorro de energía y a las operaciones sostenibles de edificios.,,265595,USD,AAON,SMART,STK,True,,EN5
energy and utilities,energy_solutions,US7365088472,PORTLAND GENERAL ELECTRIC CO,74,"Proporciona una gama de servicios destinados a optimizar el uso de la energía e integrar prácticas sostenibles para sus clientes, contribuyendo a sistemas energéticos eficientes y resilientes.","PGE se dedica a fomentar soluciones energéticas que impulsen el progreso social, económico y ambiental, con el compromiso de ser un líder en energía limpia. Esto se evidencia en su búsqueda de tecnologías avanzadas para mejorar la red, el almacenamiento de energía y el desarrollo de microrredes, así como el uso de datos y análisis para predecir mejor la demanda y apoyar programas de ahorro de energía para clientes. La empresa está trabajando con las partes interesadas para ofrecer electricidad asequible, segura y confiable, al tiempo que aumenta las oportunidades de energía limpia y renovable y reduce las emisiones de GEI, con el objetivo de una reducción del 80% para 2030 y del 100% para 2040.",38608398,USD,POR,SMART,STK,True,"[{'name': 'por-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q125-10-Q.html'}, {'name': 'por-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q324-10-Q.html'}, {'name': 'por-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/por-FY24-10-K.html'}]",EN5
energy and utilities,energy_solutions,US6907421019,OWENS CORNING,75,Contribuye a soluciones energéticas proporcionando materiales de aislamiento y construcción que mejoran la eficiencia energética y reducen el consumo en la construcción residencial y comercial.,"Owens Corning reconoce la creciente demanda de productos energéticamente eficientes como una tendencia secular a largo plazo, impulsada en particular por el envejecimiento del parque de viviendas en EE. UU. y Europa. La empresa está invirtiendo en tecnología, como nuevas líneas piloto en techos y aislamiento, para introducir nuevas soluciones energéticas más rápidamente. Se enfatiza el aislamiento por su papel fundamental en el mantenimiento de la temperatura y el control de la humedad en los centros de datos, y el producto FOAMGLAS de la empresa se utiliza en aplicaciones comerciales e industriales, lo que refleja el enfoque de la empresa en soluciones de ahorro de energía.",41289692,USD,OC,SMART,STK,True,,EN5
